# 212e30e1-a309-4690-a99f-44015a614e2b
3	1	1	15	2
0.0	24.2	18.4
41.6	0.0	36.2
13.4	34.9	0.0
1	3145	1	3
2	4908	1	2
1	6.4	41.9	63601	32762	60577
1	60.4	64
1	10.7	47.6	0	0	665
2	5.5	41.4	4495	4119	1466
3	44.8	99.2	3000	2193	3587
4	37	16.5	3884	2757	1212
5	30.7	61.2	0	740	1196
6	39.4	98.7	2865	634	0
7	35.4	52.2	0	4584	0
8	83.8	38.3	0	1258	4836
9	80.6	13.1	4686	0	3823
10	25.1	30.8	0	1168	0
11	66.4	26.6	986	0	0
12	15.5	16.6	4917	0	4565
13	56.9	2.5	0	4075	4954
14	23.8	7.8	2571	0	1202
15	19.9	90	2898	2433	0
