# 37a3505a-5cd4-4e0b-963c-218756c165ce
3	2	1	13	5
0.0	42.6	36.0
49.1	0.0	13.6
12.8	19.2	0.0
1	4289	1	2
2	2141	1	3
3	1102	1	1
4	3555	1	3
5	2378	1	3
1	9.9	0.1	26730	27318	22288
2	65.1	27.1	17108	42888	36208
1	57.8	31.3
1	84.7	10	652	4913	4750
2	68.1	45.1	2914	3649	3542
3	92.8	84.4	4375	4536	0
4	30.8	56.5	2141	3059	3592
5	0	70.8	934	0	0
6	83.4	78.3	1435	4234	4495
7	70	36.4	629	0	0
8	75.4	30.6	0	1993	3347
9	94.9	34.4	3590	2275	4155
10	48.7	41.2	0	0	2631
11	83.7	58	0	4536	3683
12	37.8	85.9	4014	1390	1811
13	71.4	20.6	3797	4343	3034
