# cf0edfbe-472b-4e56-9ee4-5fcbd86608c6
3	2	1	14	5
0.0	29.2	29.5
43.8	0.0	24.6
43.8	20.0	0.0
1	1400	1	3
2	2699	1	3
3	4448	1	2
4	3138	1	3
5	3195	1	1
1	53	83	27838	33348	20243
2	1	35	39076	36530	26159
1.0	89.6	2.1
1	33	25	2520	4512	2639
2	31	2	1154	4097	0
3	22	8	2542	0	0
4	21	60	1806	3693	2851
5	0	10	4144	4210	4100
6	61	77	3082	2403	0
7	8	59	0	3164	3066
8	83	21	4865	0	0
9	71	60	2816	1822	2405
10	88	69	1607	2921	4672
11	22	13	2050	3223	2555
12	1	2	2857	575	3391
13	75	18	3225	851	0
14	55	58	0	4404	739
