# 65eae898-24a1-4de4-b80f-b2bbc3a7239d
6	6	3	21	7
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	2023	1	2
2	5739	2	5
3	18329	1	3
4	3075	1	6
5	7913	2	1
6	3139	1	2
7	6136	3	6
1	24	28	7033	8411	8555	6548	1812	5208
2	90	56	4783	13103	14189	4187	2437	5349
3	67	30	5693	21161	9874	8672	3711	8964
4	96	31	6976	20485	24358	5858	3766	7318
5	26	20	17956	27678	28814	14816	6811	10644
6	62	76	0	0	0	0	0	0
1	19	14
2	44	67
3	95	23
1	78	94	0	0	2870	3803	0	2994
2	65	58	0	0	0	1626	0	0
3	47	23	0	0	3852	3234	0	0
4	88	88	3525	3986	2076	0	0	3625
5	5	60	0	46354	0	2331	0	0
6	87	16	3762	3266	0	1411	3048	2783
7	15	49	0	0	0	2739	0	1376
8	8	84	2538	0	2627	0	1463	0
9	14	14	2306	1572	0	0	2616	0
10	29	50	2716	0	1974	0	0	3916
11	10	85	2567	1497	1412	1259	0	0
12	53	29	0	0	0	1521	2833	3164
13	68	42	3855	0	0	0	0	2585
14	80	61	2763	1830	2755	2483	0	2388
15	50	22	3794	1993	0	2450	0	1689
16	9	59	0	2591	0	0	0	0
17	88	77	1839	1829	3093	3197	0	0
18	64	9	0	0	0	0	0	3374
19	23	1	0	2270	36749	1154	0	0
20	80	84	1791	2368	0	0	1110	0
21	29	1	1813	2984	0	0	2382	0
