# 229c0a42-d877-41d3-8365-62ce4a983b02
3	8	3	36	1
0	0	0
0	0	0
0	0	0
1	2429	1	3
1	45	53	5188	5330	3647
2	90	44	2722	7523	5610
3	0	69	4471	4621	6156
4	92	50	5723	6447	11065
5	79	75	8984	7952	6072
6	19	91	14035	13523	8617
7	79	74	15216	18829	24859
8	13	64	0	0	0
1	78	74
2	79	55
3	52	61
1	27	8	0	1239	2159
2	91	88	1457	1841	0
3	56	98	1262	0	0
4	9	84	0	2429	1443
5	37	31	0	0	2184
6	32	14	0	2336	2429
7	87	62	1088	1367	2233
8	71	58	0	1098	0
9	75	54	1434	0	2163
10	27	48	1594	0	0
11	72	53	0	2011	2426
12	48	11	2083	0	1974
13	29	30	2429	1864	1448
14	45	60	0	0	1849
15	88	94	1075	2230	0
16	30	36	0	1453	1516
17	18	69	2344	0	0
18	48	58	0	2429	1571
19	28	95	0	0	1245
20	51	76	0	0	2140
21	58	85	0	1744	0
22	44	45	0	1589	0
23	26	27	1668	0	0
24	38	0	1374	0	2320
25	7	14	2240	0	1107
26	61	55	1211	0	0
27	37	41	2429	1256	0
28	95	96	0	1674	2429
29	22	57	0	1286	2078
30	10	19	2264	2429	1141
31	62	74	0	1027	0
32	60	90	1634	0	0
33	93	36	0	2429	0
34	61	80	0	1680	0
35	23	85	0	2280	0
36	74	92	2233	1083	2429
