# da13b18d-8db9-4458-98f6-11e59f65cd86
5	8	4	50	2
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	1832	3	2
2	2772	4	4
1	82	97	4241	3361	2030	3512	3656
2	32	30	4714	1886	2481	2964	2089
3	1	44	3078	4748	3621	2112	3928
4	34	87	3479	2700	5872	2719	6151
5	80	18	4799	4496	3387	3332	5559
6	86	16	9299	5985	5461	4799	9322
7	20	8	14979	8376	9270	7866	7150
8	65	48	0	0	0	0	0
1	87	93
2	77	21
3	20	14
4	5	37
1	48	6	517	586	0	216	783
2	27	31	499	0	349	0	992
3	1	37	771	437	694	155	0
4	54	34	766	588	214	670	0
5	61	96	796	926	252	513	0
6	10	61	0	400	876	556	941
7	98	65	983	410	0	752	0
8	85	59	461	0	189	995	768
9	69	14	767	0	179	0	508
10	42	28	265	269	862	573	769
11	22	96	266	841	415	493	837
12	53	25	552	946	311	0	285
13	73	9	862	875	431	0	793
14	61	55	576	0	0	123	683
15	15	79	786	0	794	842	0
16	96	89	901	903	151	505	0
17	99	0	857	328	572	752	593
18	45	45	128	262	0	369	752
19	12	73	207	0	0	156	0
20	39	65	741	190	0	445	0
21	6	61	0	592	953	0	0
22	32	19	935	0	0	808	544
23	20	49	476	0	702	0	846
24	30	93	142	287	960	0	741
25	36	37	568	987	724	537	995
26	43	10	614	161	323	551	0
27	69	38	868	427	190	329	325
28	0	43	324	848	0	0	0
29	55	65	442	280	986	963	862
30	5	83	659	0	708	712	127
31	67	60	775	642	0	195	759
32	69	48	193	583	200	122	856
33	65	79	946	327	995	718	789
34	12	36	471	974	424	443	160
35	40	52	0	452	802	0	277
36	25	26	256	991	448	881	683
37	72	65	172	0	577	122	0
38	66	34	0	260	132	192	969
39	19	77	0	397	0	744	937
40	45	16	946	0	459	0	276
41	64	27	910	233	927	203	0
42	42	32	371	738	0	384	129
43	26	72	0	732	0	834	812
44	56	12	563	0	879	567	0
45	33	45	0	893	0	542	0
46	50	90	739	794	0	241	0
47	87	20	410	507	978	877	749
48	57	20	158	299	674	0	805
49	54	75	166	488	406	140	711
50	21	79	0	0	651	476	0
