# 26cabbb7-3d4d-4418-893d-92e92a86807e
5	1	3	42	9
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	14641	1	1
2	3756	1	4
3	1736	1	3
4	7418	1	4
5	3165	1	5
6	12553	3	4
7	12912	3	5
8	7657	1	4
9	6114	2	2
1	36	37	104920	128303	89481	67627	77377
1	46	75
2	18	51
3	90	21
1	6	60	2253	1842	3138	0	0
2	59	25	159	0	0	0	0
3	12	7	0	0	1966	8560	0
4	13	1	0	0	7897	0	0
5	63	67	0	1787	0	0	0
6	65	15	814	0	1188	726	0
7	84	1	0	0	532	0	0
8	29	2	0	0	0	0	8494
9	56	22	0	8515	0	0	5732
10	18	4	0	0	698	0	0
11	73	93	0	0	0	2225	0
12	76	67	0	0	6874	6787	796
13	83	18	2272	2970	0	0	0
14	5	24	0	2961	4189	2192	0
15	24	71	6988	144	0	952	0
16	82	91	0	2444	297	386	562
17	85	70	570	5798	0	3715	0
18	47	7	5078	0	0	0	0
19	27	34	5547	6025	0	0	2191
20	23	47	0	2634	0	0	7474
21	94	48	0	5869	8683	0	0
22	84	74	0	0	0	0	356
23	40	29	288	8033	5505	0	0
24	21	80	553	0	0	0	0
25	85	62	0	8180	0	0	0
26	74	29	0	0	252	0	0
27	66	97	0	0	3058	0	1738
28	32	75	6303	0	0	2346	1389
29	0	82	0	0	0	5157	6735
30	59	1	0	2928	8399	0	751
31	9	94	8943	0	0	1138	751
32	43	81	4548	0	5312	0	0
33	82	22	663	0	0	0	0
34	21	9	4467	0	0	1868	559
35	47	90	0	0	0	1856	0
36	24	3	0	8942	0	2960	102
37	100	8	710	6613	0	0	983
38	84	29	0	0	0	880	0
39	46	37	6582	0	569	0	3972
40	11	49	3807	1864	0	0	8051
41	25	43	622	0	0	2508	0
42	18	13	7494	6414	0	0	0
