# ecc73fd5-edbf-4b24-a9de-d7fc2c56c5cc
3	4	3	32	6
0	0	0
0	0	0
0	0	0
1	1173	2	3
2	1129	3	1
3	1806	1	3
4	3538	1	1
5	1856	3	3
6	1846	3	1
1	35	45	23181	46544	50803
2	45	28	22663	31285	55037
3	36	20	71023	48888	87582
4	82	91	0	23124	0
1	18	99
2	66	93
3	66	50
1	48	53	0	5390	0
2	61	75	0	0	8386
3	18	52	0	7463	7424
4	11	90	4968	0	8755
5	43	45	0	7562	0
6	22	15	0	0	5036
7	71	48	5876	4328	0
8	81	61	0	8887	5827
9	37	23	0	4440	0
10	96	90	8148	6836	0
11	21	17	8047	0	6042
12	27	5	8779	0	0
13	37	93	7430	0	0
14	41	62	7859	0	0
15	73	95	0	0	4840
16	98	30	4918	5785	8910
17	96	50	0	4897	0
18	98	43	0	6388	4306
19	30	100	0	0	7719
20	24	60	0	8722	0
21	57	46	0	0	5696
22	86	19	0	7161	0
23	77	18	0	8591	8450
24	19	26	6055	0	7508
25	21	53	0	6569	0
26	84	47	7547	5589	7619
27	16	95	7778	0	5178
28	83	19	0	4806	0
29	76	63	0	0	8983
30	47	66	0	5638	0
31	87	19	6892	7190	0
32	13	70	0	0	8660
