# b12b735e-a494-459c-aa86-88c7736c8884
5	4	3	21	4
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	9301	2	4
2	9516	2	4
3	8525	2	3
4	9440	3	3
1	9	14	27551	19846	25058	18836	12702
2	97	11	17825	25611	31158	24061	11102
3	15	84	51696	23570	48050	30410	12468
4	88	85	0	3178	0	0	1996
1	11	6
2	95	20
3	34	80
1	7	27	7064	6869	6676	6833	0
2	27	25	0	5385	0	6370	0
3	4	30	0	0	6593	0	0
4	34	23	4453	0	7599	0	0
5	13	42	0	0	5045	0	0
6	19	39	8063	7283	0	7297	4303
7	31	49	5528	6543	0	8821	0
8	38	51	7587	5221	0	0	0
9	53	53	0	5443	0	0	7479
10	39	59	0	7313	0	0	0
11	46	51	7178	0	5534	0	0
12	60	52	0	7611	0	8597	4537
13	72	69	5255	4625	7732	0	0
14	68	59	4390	4959	0	0	6833
15	69	54	6010	0	7931	4933	0
16	79	50	0	0	8540	0	0
17	77	65	6620	0	4934	5921	0
18	78	55	0	7897	7069	0	5337
19	78	60	7139	0	6539	5870	0
20	84	74	6379	0	0	0	0
21	85	82	0	0	6662	0	8159
