# ddf7dbf6-ad8d-4545-9f19-e6cc685543c3
4	6	3	16	6
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	16983	2	1
2	11111	3	4
3	20322	3	2
4	12572	3	2
5	13609	1	1
6	22063	3	3
1	10	10	3936	1919	25653	31347
2	90	16	2906	3166	27014	28465
3	10	90	4322	6346	25790	44836
4	95	85	5205	5129	30790	59988
5	0	10	9528	9730	68985	54222
6	90	19	0	0	0	0
1	24	12
2	83	11
3	8	94
1	32	40	2305	0	0	0
2	51	79	1082	0	0	0
3	25	20	0	1735	1734	0
4	20	49	3577	0	0	0
5	57	76	3790	2148	0	0
6	49	82	1553	0	96660	96660
7	44	75	1029	0	2674	3089
8	9	32	0	0	0	1408
9	46	36	3890	0	2952	0
10	34	83	2245	3576	0	32986
11	34	43	2594	0	3275	0
12	28	59	0	1870	2591	0
13	13	31	0	0	0	2823
14	27	18	0	3827	0	3834
15	16	43	0	1058	0	0
16	42	93	0	3016	0	0
