# 378155a2-d4eb-4b12-be13-596ae9b267e0
4	7	5	36	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	9305	2	4
2	6472	2	4
3	8299	3	4
1	8	14	15258	17083	12657	7637
2	88	9	14238	18926	8265	12138
3	14	90	21600	17204	16095	8811
4	86	87	23882	30175	22046	18385
5	5	4	19806	34445	30173	16908
6	96	2	48236	38062	35683	23351
7	14	99	0	0	0	0
1	23	4
2	86	9
3	12	92
4	88	91
5	0	4
1	6	15	0	0	688	168
2	8	11	1483	0	0	0
3	10	13	0	0	2881	4709
4	19	31	2874	0	0	0
5	5	24	0	6845	4992	946
6	12	29	4992	0	0	378
7	37	29	2804	7385	5911	0
8	24	46	0	1675	0	782
9	36	40	0	1333	844	0
10	33	25	7370	0	4358	0
11	29	47	0	0	165	161
12	43	37	0	8129	0	0
13	45	28	0	1140	2279	0
14	37	43	0	0	776	0
15	29	42	0	0	1254	1209
16	53	46	3333	0	184	0
17	58	49	439	0	4687	6121
18	42	43	0	864	0	390
19	60	52	0	8706	967	0
20	49	58	5189	8571	309	436
21	58	50	7327	6227	0	373
22	64	47	0	902	0	924
23	58	55	218	0	460	2040
24	77	58	7146	0	928	988
25	64	50	0	2234	7094	602
26	73	65	0	0	0	469
27	71	63	0	926	3154	1460
28	76	47	4459	0	0	5726
29	70	62	0	0	597	0
30	67	45	0	2972	5489	0
31	84	61	362	6508	0	0
32	82	73	0	0	6376	0
33	90	55	0	0	0	976
34	85	74	6272	742	0	8776
35	87	74	0	418	0	0
36	92	84	3400	3433	322	354
