# 70b6b299-5d9a-48f2-96f8-8f7ea125d2a5
3	8	2	23	2
0	0	0
0	0	0
0	0	0
1	10646	2	1
2	1276	1	3
1	5	9	1726	1470	1963
2	96	13	1872	1199	2936
3	9	89	3393	1070	3195
4	83	83	4094	1486	3878
5	5	7	3552	1460	3669
6	91	9	6886	3127	7462
7	7	97	6991	5774	10393
8	88	88	0	0	0
1	0	3
2	99	17
1	7	19	798	0	343
2	19	33	443	494	303
3	23	15	171	507	791
4	27	45	653	416	373
5	35	39	284	948	143
6	23	43	0	107	0
7	38	41	257	186	0
8	40	31	295	898	794
9	38	50	875	0	520
10	46	50	0	480	883
11	52	53	0	0	363
12	62	65	159	348	0
13	50	47	163	0	0
14	56	57	0	693	945
15	46	44	376	0	539
16	60	49	956	705	415
17	65	72	564	0	223
18	61	65	0	305	628
19	71	71	553	0	912
20	73	70	951	0	463
21	70	60	860	199	316
22	83	71	877	0	847
23	95	53	627	0	776
