# 3effe767-f3b9-492d-9c4c-9b14717832ed
5	6	2	30	3
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	18548	2	3
2	20335	1	3
3	24635	1	3
1	20	90	13170	9926	14438	14105	11746
2	83	51	12951	16232	11132	12468	18716
3	82	47	12668	19066	21502	21640	27566
4	86	82	25804	29061	28629	16527	31726
5	65	95	42900	48709	43098	39431	26609
6	5	47	0	0	0	0	0
1	54	9
2	93	99
1	10	99	1030	3867	3179	0	2685
2	97	60	1543	2994	0	2815	2918
3	77	19	2940	2434	0	1667	0
4	96	41	0	0	2248	0	2106
5	10	41	2834	3146	2566	2072	2934
6	38	58	2750	1012	0	2510	0
7	50	65	0	0	2617	3212	3205
8	44	0	0	2622	3835	3966	2058
9	41	89	1710	0	2983	3085	3088
10	42	63	0	1703	3134	1188	1316
11	40	73	2418	1273	3005	3361	3459
12	55	3	0	1722	3880	3480	1726
13	61	34	1375	3020	3129	3656	3716
14	71	47	0	3578	0	3762	1461
15	96	59	3043	1532	2717	0	2977
16	20	96	1028	3850	2860	2022	3691
17	15	97	2720	0	0	2040	0
18	15	86	0	3245	3566	0	3787
19	17	61	0	0	0	1067	3119
20	89	20	3690	1672	3154	2132	1337
21	3	48	3760	3158	3820	1333	3195
22	37	45	2797	3197	3496	1536	1617
23	83	42	1472	0	0	3060	1798
24	41	58	1836	2511	1085	0	1518
25	54	28	3597	3016	0	3857	3748
26	23	84	1794	2137	0	0	3327
27	13	73	2659	3949	2005	1584	2212
28	77	9	1667	1563	2394	0	0
29	30	80	3750	3434	0	3601	2597
30	15	41	0	0	0	1102	0
