# e0a20712-abcc-49b2-ad01-b6dc8c6af619
4	3	2	12	10
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	3767	2	2
2	9463	1	1
3	17239	2	1
4	9940	1	1
5	5802	2	3
6	1270	2	2
7	9473	1	4
8	5393	1	1
9	8919	1	3
10	5630	1	3
1	80	29	6395	6454	55785	7159
2	100	29	16157	10275	48222	12982
3	33	82	8386	6447	48366	12178
1	44	25
2	93	64
1	20	72	1013	2105	59213	3730
2	30	70	2083	0	2437	1424
3	16	51	1562	1256	3273	2217
4	14	20	1286	3988	0	3874
5	34	1	3875	2650	0	3281
6	25	26	1246	1965	0	3052
7	71	77	3202	0	0	3900
8	79	36	3661	3253	1856	3463
9	27	13	3892	2510	1731	0
10	79	88	3408	3289	1789	0
11	55	89	2867	0	76896	2304
12	42	59	1791	1372	0	3975
