# e6e57fc3-9eb1-4e3a-9fa3-083e6286bb9f
2	5	1	48	4
0	0
0	0
1	1256	1	2
2	3267	1	2
3	1070	1	1
4	2296	1	2
1	10	32	25288	49718
2	56	0	45226	48445
3	95	20	72140	88567
4	19	99	79020	100705
5	61	44	0	0
1	97	6
1	21	20	7357	7123
2	43	46	0	7318
3	63	15	0	7620
4	18	34	6781	0
5	40	62	0	4967
6	69	19	4406	0
7	94	24	5201	4176
8	7	31	5613	0
9	23	47	6576	0
10	16	23	4508	6944
11	87	5	0	4802
12	65	4	5253	4783
13	25	55	0	6825
14	84	10	0	6916
15	58	84	6609	0
16	22	52	4503	6334
17	90	52	0	5062
18	18	75	0	4794
19	99	31	6130	0
20	86	93	5633	0
21	7	30	0	4602
22	91	50	0	5736
23	5	1	0	7123
24	10	0	0	7218
25	46	66	7625	0
26	19	88	4888	4809
27	81	64	4341	0
28	58	87	4789	0
29	97	48	5023	0
30	77	53	6471	0
31	18	66	6072	0
32	49	80	4413	6286
33	75	54	0	7065
34	14	49	0	5265
35	65	99	0	4175
36	35	44	7771	0
37	82	30	6942	5072
38	95	26	0	6970
39	87	80	0	4964
40	13	56	7801	5630
41	43	73	0	5273
42	63	22	0	6298
43	30	50	4230	4709
44	51	73	6335	5360
45	87	68	5606	7276
46	66	23	4810	0
47	16	67	7452	5309
48	50	6	4631	0
