# 72d23b02-0531-4fd9-aa05-528a8983aed2
6	1	1	32	5
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	12449	1	2
2	17207	1	4
3	16897	1	6
4	12564	1	6
5	15754	1	1
1	4	9	298723	314403	309902	324234	279103	334148
1	0	15
1	14	34	5762	5127	4232	4674	6189	8754
2	20	34	5425	5047	4366	0	7544	5652
3	24	41	8526	7218	8658	8246	4954	6005
4	19	31	7863	6870	0	6280	0	8379
5	28	36	7383	4425	5722	8382	0	4452
6	10	16	8700	0	7550	5506	8758	7556
7	25	40	8053	8108	4356	6798	4982	0
8	28	35	6386	4828	7173	4941	0	5171
9	39	43	7119	8576	7661	7691	5040	4272
10	35	42	5454	7960	0	6548	7360	6334
11	38	39	8081	0	6841	4764	7046	5590
12	32	29	8422	0	7162	7462	4057	8814
13	32	39	7971	6838	8625	7946	0	5974
14	42	53	8189	8014	8708	4810	4409	7614
15	42	63	5923	7782	6295	4961	5251	4016
16	38	46	5807	7470	6707	6104	4221	6497
17	36	36	6188	8083	6571	8604	5933	4618
18	39	52	4281	0	8579	5910	6014	7301
19	52	53	4710	8586	6367	5836	4928	8556
20	68	59	6178	6491	8614	5758	8450	4133
21	61	53	5027	6122	7941	6623	8040	8867
22	62	58	8527	6386	8880	5825	8255	8636
23	72	65	5359	4282	5352	4299	0	7575
24	60	53	0	5451	0	6667	8467	6160
25	77	68	0	5491	8551	6305	8276	8650
26	68	66	5642	6039	0	4527	8020	6920
27	72	78	0	7804	6077	5401	8025	7029
28	71	60	0	6955	4015	8185	4657	5111
29	78	60	6651	8903	4152	4918	7774	6208
30	99	71	5148	7875	8361	6753	4549	4142
31	98	84	4437	6080	6053	8027	4056	8284
32	98	68	4517	8457	4961	8498	4538	6010
