# b32a4d67-0af8-4f77-a4a2-4856224ae90a
4	6	5	9	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	8151	2	4
1	49	63	16490	18243	12100	11748
2	21	56	20667	30469	23304	16686
3	58	74	34148	38210	24962	20707
4	47	54	48401	57326	40132	29546
5	86	64	59560	41334	81307	49097
6	66	10	0	0	0	0
1	56	70
2	87	19
3	49	69
4	42	1
5	51	26
1	65	38	8151	8151	8151	8151
2	74	25	8151	8151	8151	8151
3	70	64	8151	8151	8151	8151
4	78	43	8151	8151	8151	8151
5	89	77	8151	8151	8151	8151
6	32	8	8151	8151	8151	6411
7	58	2	8151	8151	8151	7913
8	68	29	8151	8151	4324	8151
9	34	90	7763	8151	8151	6194
