# d0deb9c4-4dd7-4ad5-9195-c076a28597e2
2	2	5	23	5
0	0
0	0
1	22027	4	2
2	18151	3	2
3	17935	3	2
4	12079	3	1
5	21019	1	1
1	99	28	62989	37098
2	88	12	60341	77551
1	17	77
2	83	15
3	12	34
4	38	14
5	38	67
1	9	74	0	7431
2	38	73	8162	7667
3	43	61	0	7920
4	39	10	5770	8947
5	59	47	7380	8998
6	60	22	8595	7087
7	93	90	8313	0
8	90	17	4950	8786
9	4	32	4527	0
10	87	7	8428	5022
11	90	92	0	5509
12	16	11	7959	8975
13	51	87	0	8152
14	34	81	0	4549
15	22	97	7725	7640
16	75	46	4427	0
17	75	42	4938	7843
18	71	37	5947	0
19	88	86	8215	0
20	28	75	4844	0
21	91	59	6906	0
22	83	68	7030	7795
23	20	73	6709	0
