# a50918c4-0fd2-4f6b-ab23-21e05c517e5b
2	2	4	42	9
0	0
0	0
1	3825	3	1
2	2441	3	1
3	2600	1	2
4	3636	2	2
5	1947	2	2
6	3912	1	1
7	3880	3	2
8	1480	4	1
9	2692	2	1
1	6	64	211514	133189
2	10	92	98622	184385
1	89	92
2	85	73
3	98	7
4	8	93
1	84	99	5972	0
2	74	0	0	6531
3	68	71	0	7105
4	96	60	5093	0
5	1	15	4346	4698
6	13	68	4104	7786
7	70	16	6806	0
8	71	28	4340	0
9	47	11	8911	7733
10	4	90	0	5187
11	92	28	0	7765
12	54	46	7318	6114
13	31	82	0	6509
14	65	78	6928	7663
15	94	76	4397	4550
16	50	38	5825	4606
17	38	23	4215	0
18	33	39	5876	0
19	53	68	7555	4613
20	52	13	6321	0
21	24	17	6215	8597
22	47	17	4279	0
23	33	17	4567	8395
24	31	7	8768	0
25	41	45	0	4809
26	5	55	7859	0
27	92	43	4834	0
28	1	33	8803	6986
29	91	42	0	8792
30	21	78	8007	0
31	8	22	0	7974
32	48	72	4823	0
33	51	2	6738	7712
34	22	76	0	4065
35	24	34	0	4662
36	67	82	0	4946
37	19	4	4888	6879
38	7	56	6841	7647
39	42	27	4083	6581
40	69	83	7207	0
41	43	1	0	8975
42	34	41	4705	7076
