# 9326d6ff-889a-452a-a981-c988828ed37e
5	7	3	38	2
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
1	13544	1	2
2	23800	3	1
1	73	52	1487	10315	7273	2562	2126
2	51	67	2368	8371	11982	2485	2838
3	42	85	3979	13099	13074	4073	2634
4	92	86	3591	10961	9745	3200	3898
5	39	97	3862	17179	20113	7922	8035
6	74	84	8732	26941	27137	11318	10003
7	45	13	0	0	0	0	0
1	68	81
2	13	51
3	83	55
1	85	24	0	615	0	364	379
2	35	3	880	229	140	879	538
3	54	44	961	0	993	206	0
4	65	36	0	898	37344	813	121
5	17	1	0	725	914	666	446
6	37	71	816	700	505	0	0
7	34	93	113	0	0	1000	0
8	10	97	0	0	0	810	0
9	39	46	715	36624	0	162	624
10	14	26	0	0	0	498	511
11	98	38	741	388	674	180	418
12	2	22	324	838	595	944	966
13	91	89	526	127	791	238	143
14	50	27	510	541	702	468	460
15	30	61	643	829	612	0	0
16	68	9	117	414	768	637	986
17	4	97	0	262	800	679	672
18	85	17	253	307	425	920	0
19	36	99	880	209	0	152	753
20	67	80	0	495	362	636	260
21	35	50	0	0	999	116	412
22	68	30	987	0	0	0	133
23	13	85	522	0	482	837	920
24	68	85	586	0	967	0	257
25	56	13	792	0	602	585	940
26	23	51	0	310	0	744	0
27	18	24	599	875	0	0	802
28	78	82	124	835	0	166	0
29	51	87	330	0	741	685	439
30	58	1	425	250	0	0	656
31	39	72	0	0	625	710	539
32	35	22	875	709	140	0	172
33	8	71	0	318	767	958	816
34	46	16	712	0	999	138	985
35	24	44	0	408	735	442	0
36	63	68	345	798	0	308	370
37	70	66	0	124	0	0	801
38	100	57	642	0	661	456	872
