# 9a48bf3e-4b3e-4f27-b89b-763737679f7e
4	6	5	5	1
111	12493	6786	10474
7004	50	12042	12610
13960	5628	150	11323
10625	8928	11806	97
1	23402	5	3
1	9	12	19789	38087	19871	38042
2	90	13	36396	37340	45502	47996
3	6	92	51956	50670	38036	47803
4	98	88	36570	42411	69591	73972
5	10	14	89460	72036	81310	123143
6	88	14	0	0	0	0
1	2	4
2	88	13
3	0	80
4	90	79
5	14	19
1	5	35	13364	23402	10133	23402
2	32	51	23402	23402	23402	23402
3	55	32	23402	23402	23402	23402
4	70	60	23402	23402	23402	23402
5	100	80	23402	23308	23402	23402
