# 1eb18b3d-96e6-4211-8e25-1f4ed375a237
6	7	1	23	4
120	14502	4911	6201	13545	8181
11990	121	7993	10821	12799	8254
9210	6532	147	12368	5306	12308
13943	10515	14015	131	4791	8589
10842	10210	12313	14530	104	8233
13809	8662	7002	4501	9441	30
1	3929	1	4
2	10395	1	1
3	1856	1	1
4	4028	1	3
1	6	6	9130	14889	7083	14986	21862	8640
2	89	9	12461	15079	10601	19064	32109	7449
3	8	93	11886	17886	9885	14046	32883	15348
4	88	93	24252	30382	12041	29148	48383	19667
5	2	9	31333	36559	13913	34751	40167	23240
6	93	14	54841	69087	24360	38335	98933	27996
7	6	94	0	0	0	0	0	0
1	0	1
1	7	44	0	2479	343	333	0	653
2	21	14	236	1335	0	8642	4635	1282
3	10	30	0	0	0	6919	1162	478
4	2	40	0	0	0	0	0	2222
5	40	49	2191	595	0	243	0	5548
6	14	38	3618	0	777	0	2954	0
7	32	35	1282	0	0	5534	0	2724
8	31	37	4642	1254	0	426	0	0
9	21	29	470	2837	1744	361	6709	4972
10	45	38	0	826	3792	3768	8289	4066
11	55	46	5455	8963	2659	6114	8831	0
12	30	45	0	1759	0	0	3297	1683
13	49	56	1357	0	0	3642	0	847
14	58	48	5477	7334	0	1589	7623	0
15	62	55	2005	7337	728	0	3430	887
16	59	57	7564	4994	3576	5086	7452	1238
17	69	50	0	3197	1741	0	6916	3050
18	86	57	0	5371	4495	0	8522	149
19	86	67	7674	2621	0	368	0	0
20	74	62	0	3440	0	740	2679	3112
21	76	73	0	1747	5672	3524	7549	0
22	76	88	3630	8124	901	1705	7409	3057
23	100	59	184	0	0	390	136	476
