# 829b780f-61c9-4caa-9cbd-b1b3f9a5ade0
3	4	3	31	3
45	13283	6966
2192	148	2915
1521	10189	87
1	17200	3	3
2	2072	2	2
3	2251	2	2
1	18	82	5105	4365	6660
2	2	87	8330	8335	6375
3	68	1	11840	15357	15143
4	26	43	2607	0	0
1	92	23
2	19	94
3	81	46
1	65	56	800	450	533
2	64	43	942	377	584
3	78	29	980	565	666
4	36	76	0	687	394
5	52	46	907	251	0
6	24	89	906	0	322
7	90	18	118	242	824
8	59	77	691	190	520
9	27	39	360	0	610
10	71	63	0	967	0
11	48	91	695	460	349
12	3	60	661	436	101
13	55	91	144	952	346
14	85	2	443	706	649
15	58	65	759	903	944
16	50	45	410	671	436
17	30	64	759	950	302
18	21	49	518	0	515
19	48	40	447	879	946
20	87	51	0	499	551
21	79	65	221	477	985
22	50	71	879	478	471
23	57	24	977	556	216
24	11	83	908	132	0
25	82	46	0	154	0
26	96	77	690	862	844
27	1	87	843	241	596
28	14	33	371	207	0
29	35	63	329	399	983
30	80	8	580	310	267
31	2	56	726	434	0
