# dba64719-4d12-49d8-9c1f-edb4acff365c
4	7	2	14	10
118	3426	1306	3365
1067	115	1267	1181
1844	2753	83	2185
2224	1191	2479	35
1	12165	1	1
2	12644	2	2
3	10338	2	2
4	19105	2	3
5	14662	1	3
6	22652	1	1
7	18942	1	2
8	20249	1	4
9	11281	1	3
10	14714	2	4
1	11	12	5302	55686	84414	3265
2	88	10	5012	30291	80023	2081
3	4	86	7434	56320	72878	3641
4	90	89	6986	70026	146621	5583
5	7	0	9914	90473	126187	4729
6	96	13	11358	128561	246350	13331
7	15	96	0	0	0	0
1	12	18
2	66	24
1	11	40	3968	0	0	1114
2	7	8	0	2133	0	0
3	26	49	0	0	1072	0
4	37	45	2413	0	0	0
5	37	39	0	156752	0	0
6	40	39	3832	0	156752	0
7	41	53	0	0	0	2164
8	58	54	0	0	2716	1256
9	51	58	1319	2582	2691	1177
10	54	45	3972	3784	103438	0
11	63	69	0	3914	1591	3867
12	73	59	1811	0	0	0
13	90	76	0	0	1032	0
14	99	81	0	1796	0	3111
