# fcb329be-7cfd-4f1f-b04a-d36da024840b
2	6	5	50	2
98	7191
8940	56
1	21304	4	2
2	19410	2	2
1	15	10	24213	17322
2	96	7	27249	18540
3	9	91	37404	29034
4	88	93	35631	24929
5	1	13	46381	29196
6	99	10	0	0
1	18	17
2	100	9
3	18	87
4	83	88
5	9	9
1	27	61	3349	0
2	39	54	3277	2414
3	37	69	1528	2679
4	14	34	3873	1521
5	20	30	2355	2726
6	72	37	1415	2586
7	18	37	2740	1918
8	17	50	3732	0
9	11	35	1409	0
10	90	11	1835	2268
11	38	13	3084	2033
12	18	49	0	2114
13	0	19	2424	2004
14	76	35	2917	1070
15	40	56	3731	0
16	76	43	3858	3661
17	78	32	1715	2703
18	31	72	3684	1264
19	24	31	3054	1266
20	19	35	3270	2755
21	42	67	1769	2229
22	33	57	1290	3759
23	48	60	1306	3875
24	60	46	2576	3115
25	53	66	3350	1854
26	31	40	3674	0
27	78	44	3759	1812
28	60	39	2157	1091
29	20	50	2719	2645
30	41	51	1327	0
31	24	65	1682	0
32	27	28	3460	1277
33	48	57	3997	1215
34	29	47	2994	2153
35	39	47	3317	3852
36	23	47	0	2621
37	38	77	1380	1073
38	19	29	1493	1436
39	7	30	3863	1378
40	33	37	2057	0
41	1	40	1077	0
42	50	57	2576	2706
43	57	54	2388	1361
44	61	28	2701	0
45	24	62	1716	1468
46	25	46	2852	0
47	75	52	0	2780
48	18	53	1181	1313
49	4	19	1079	1786
50	36	47	3547	3583
