# 13de6bb8-9354-49b6-b7bc-a57d47824dfc
5	6	1	48	4
39	1148	2188	9063	3500
12078	41	11867	11384	11628
9178	13733	45	3006	2037
1353	13973	2619	36	3132
3160	13498	4897	12320	71
1	8711	1	1
2	7748	1	1
3	7466	1	5
4	7470	1	1
1	9	13	4434	9625	4574	4818	3675
2	85	13	7109	19501	4127	8158	5400
3	1	87	11627	11988	6085	8323	5476
4	93	85	16019	18794	11781	10271	10654
5	18	7	16318	30368	16887	15611	11065
6	92	5	0	0	0	0	0
1	6	19
1	40	34	589	0	319	479	628
2	19	17	644	146	802	104	0
3	57	36	944	245	535	0	384
4	9	24	376	0	641	595	0
5	35	24	147	685	592	0	544
6	15	11	207	0	335	182	662
7	74	60	918	0	950	0	0
8	46	21	434	523	814	882	927
9	48	29	977	31395	885	397	0
10	47	33	509	739	615	579	0
11	14	26	775	0	308	314	602
12	24	28	988	0	0	394	359
13	21	15	241	915	0	105	128
14	50	38	997	554	216	535	288
15	20	14	357	745	0	820	952
16	34	34	149	612	0	533	322
17	39	44	0	0	229	0	703
18	84	60	981	818	0	659	329
19	28	1	789	559	0	354	0
20	33	26	0	836	560	0	909
21	88	70	110	849	379	533	593
22	4	40	0	0	0	964	504
23	39	26	621	371	929	342	0
24	12	25	721	390	472	321	745
25	2	44	180	464	147	0	155
26	54	71	396	304	0	124	164
27	30	22	418	369	0	648	0
28	68	56	0	352	150	0	619
29	78	86	340	0	483	333	541
30	65	69	0	432	0	591	363
31	42	32	597	101	604	243	0
32	19	22	639	130	200	222	905
33	17	45	508	654	593	734	709
34	18	26	948	232	620	467	810
35	78	87	0	0	0	664	405
36	26	12	0	0	0	375	355
37	19	18	374	924	0	970	609
38	99	91	0	630	415	0	164
39	26	24	478	329	0	281	926
40	3	25	736	378	0	388	692
41	28	20	886	206	113	772	257
42	100	72	835	0	926	356	126
43	14	34	240	353	690	0	0
44	70	77	967	157	0	344	0
45	66	25	657	578	0	535	704
46	23	24	735	0	362	832	0
47	47	26	139	969	592	250	650
48	26	18	196	336	388	861	879
