# 5a5114e7-1b2c-49b0-a862-c3f82fb24e31
3	1	5	36	4
129	1728	3490
1267	121	3231
1983	3139	73
1	3440	3	2
2	2621	4	3
3	17141	2	2
4	8884	4	2
1	5	8	67709	91742	88591
1	2	0
2	10	4
3	3	12
4	5	17
5	14	12
1	8	21	0	5347	659
2	26	27	0	3026	2115
3	12	8	0	6266	0
4	20	15	0	4886	0
5	23	21	0	1427	189
6	30	28	4145	0	1936
7	23	27	985	0	0
8	38	34	238	0	0
9	27	19	5131	2573	211
10	37	32	0	0	685
11	35	35	3237	0	0
12	43	38	0	0	7622
13	38	32	5333	0	1280
14	39	41	0	6834	2620
15	41	50	3503	438	0
16	30	49	7190	2235	290
17	37	60	0	0	604
18	52	60	0	7715	7328
19	50	51	0	0	720
20	55	64	565	390	4289
21	56	50	1762	0	5737
22	59	64	1394	1996	7411
23	57	55	858	5861	3367
24	67	62	4534	503	0
25	74	53	0	7677	7236
26	76	61	2298	8131	768
27	62	67	0	740	0
28	67	63	0	0	1284
29	79	58	0	528	7860
30	81	58	4387	0	163
31	96	86	7118	3677	7933
32	93	71	0	760	0
33	100	66	2515	0	556
34	93	64	374	0	796
35	95	78	729	3312	0
36	100	79	0	1957	0
