# 773f5af9-b3a5-4b4e-9d71-b23f59e6aea5
4	5	1	19	3
93	8288	6814	11379
11171	88	11126	10482
13663	11342	90	9623
13177	11162	8809	143
1	21386	1	3
2	24440	1	4
3	16642	1	2
1	12	22	6168	14579	14674	8828
2	87	10	9559	33244	23980	8636
3	4	91	20705	40280	26476	7045
4	90	94	22410	36089	30274	22677
5	7	12	0	0	0	0
1	12	25
1	21	28	1333	3054	3231	0
2	25	19	0	0	0	2849
3	3	35	1845	0	2585	3488
4	22	38	3330	0	0	0
5	28	52	3707	2197	3656	2049
6	28	30	1966	0	27405	3553
7	31	43	3780	0	0	0
8	50	40	3782	0	1590	0
9	47	54	0	3591	3567	3312
10	52	46	3252	0	0	0
11	57	61	0	0	2325	2365
12	59	40	0	1806	0	1049
13	59	61	0	0	2706	0
14	51	59	1858	62468	0	0
15	64	76	2625	0	0	1585
16	78	58	0	3141	2165	1423
17	79	74	1597	0	1755	0
18	98	81	2652	3277	1783	0
19	100	71	0	0	0	1703
