# fda4964b-7227-4745-82d4-1fc9d7f064c7
3	3	3	16	5
32	14172	13153
2566	115	12977
7843	6558	75
1	9216	3	2
2	5115	2	2
3	6324	2	1
4	4671	3	2
5	4233	2	3
1	8	5	1500	2634	15883
2	92	13	3115	2566	31077
3	13	90	0	2462	4232
1	10	2
2	90	18
3	13	93
1	17	23	0	968	0
2	16	21	115	833	0
3	29	41	681	578	0
4	24	37	0	885	0
5	43	42	0	817	0
6	39	52	598	962	490
7	44	43	0	874	0
8	66	43	239	390	29559
9	38	50	991	0	0
10	55	64	601	0	14948
11	82	56	0	0	633
12	71	52	0	0	797
13	81	72	0	0	125
14	77	71	439	0	505
15	81	76	0	846	360
16	79	74	510	0	375
