# 24daf393-06ca-40dc-9af2-3a1ed4bf3933
2	8	1	44	7
48	1066
1150	113
1	1407	1	1
2	1499	1	2
3	1710	1	1
4	3046	1	2
5	1392	1	1
6	3507	1	2
7	2407	1	2
1	5	10	27222	16396
2	93	11	23034	23820
3	9	96	23565	32209
4	90	85	20985	36864
5	5	13	54744	31864
6	96	18	45567	53452
7	9	91	82513	96079
8	97	83	0	0
1	2	8
1	17	25	0	1158
2	19	19	1657	3114
3	4	23	3269	0
4	21	35	3315	2710
5	16	33	2711	2785
6	11	20	0	2840
7	16	30	2833	3754
8	36	21	2960	2078
9	39	7	1784	2637
10	29	38	3275	0
11	32	40	0	1111
12	29	43	3392	1460
13	41	29	2085	1410
14	28	43	1441	2716
15	36	32	2133	1285
16	39	36	3263	2095
17	46	41	2038	1162
18	37	34	1975	1921
19	37	38	3198	1240
20	43	37	3274	2849
21	44	49	2467	0
22	70	42	3807	0
23	43	47	2763	3511
24	66	45	1680	1928
25	48	51	3651	2156
26	60	46	3571	1528
27	62	43	0	1328
28	72	52	2475	2582
29	65	58	0	2520
30	50	59	0	1905
31	62	60	2124	3974
32	58	58	0	1395
33	70	67	3500	3462
34	70	66	3362	3142
35	57	64	3523	2814
36	80	59	1352	1270
37	78	79	3670	3712
38	62	66	3597	3208
39	73	65	0	2305
40	70	69	3402	2549
41	92	65	3226	3462
42	93	76	2118	0
43	95	73	2716	1252
44	98	79	3354	0
