# d2457e27-fdc9-474a-bf91-92ea1b87681a
2	6	2	26	10
54	2430
13051	95
1	17707	1	1
2	22265	1	1
3	13039	1	2
4	22126	1	1
5	16575	2	1
6	15514	1	2
7	23203	2	2
8	18900	1	1
9	10861	1	2
10	21698	1	1
1	13	7	21280	7882
2	89	3	33208	14374
3	6	92	51980	8283
4	94	90	76818	21626
5	8	17	81472	34049
6	91	11	0	0
1	3	14
2	88	3
1	34	91	0	1055
2	21	98	0	1600
3	38	51	1856	0
4	75	46	0	3428
5	76	52	0	1822
6	72	25	0	3959
7	77	66	111587	2144
8	68	77	3657	3622
9	12	65	0	1195
10	79	68	0	3754
11	20	65	0	2182
12	61	37	0	3734
13	21	78	2193	0
14	87	56	2759	0
15	84	62	2421	0
16	80	67	3793	0
17	85	60	0	3260
18	59	40	0	2393
19	74	59	2070	0
20	79	23	3266	0
21	76	46	1730	0
22	74	41	0	1662
23	57	60	2372	0
24	67	55	3764	2455
25	86	46	0	1098
26	1	73	0	1058
