# 83580349-3230-4c15-958d-7d9768a726c1
6	8	3	50	6
27	1852	3201	2620	1595	1302
1422	68	2808	1087	3045	1658
2132	2268	59	1126	2026	2782
1372	1446	2473	103	1759	1769
1893	2327	3025	2829	68	3065
1064	2016	2882	1947	1596	78
1	3742	2	5
2	3403	1	2
3	2428	3	4
4	2677	1	1
5	1184	1	5
6	3279	2	5
1	14	4	11643	10326	29201	23591	15960	29024
2	97	13	23196	14021	34800	22964	24919	24181
3	8	88	25716	16586	20645	38894	21425	30860
4	94	87	37068	12550	34525	33473	22424	48769
5	0	13	48359	12807	42697	58401	54106	59932
6	96	8	64280	30531	80607	46408	70321	52618
7	8	93	88244	25147	81973	116029	52089	110496
8	84	86	0	0	0	0	0	0
1	16	9
2	90	11
3	17	88
1	64	71	6943	0	253	4614	236	7389
2	42	53	137	685	7429	2848	3066	5940
3	53	60	427	358	4070	1271	978	1451
4	32	69	3425	7745	6066	6266	634	6835
5	29	62	3083	662	8436	8982	8706	7080
6	36	22	2383	0	509	539	0	2932
7	19	55	2561	1373	0	3489	3090	2027
8	49	29	0	593	334	5445	992	2058
9	8	68	447	770	4330	448	320	4429
10	38	55	4713	0	6075	1673	113	8069
11	35	93	977	742	5703	2954	1549	321
12	44	59	1864	1432	116	584	865	7470
13	44	87	508	812	3557	5069	4887	6701
14	34	64	611	714	0	3796	3953	0
15	36	63	291	2455	5591	6848	515	306
16	45	82	2179	1698	1721	0	8910	4218
17	36	57	787	779	2755	114	2164	140
18	42	58	2151	2024	116	331	0	796
19	23	69	0	0	3251	1259	8015	0
20	53	85	0	1110	417	1723	1430	6249
21	51	28	1935	856	2861	5303	0	3516
22	40	85	368	3596	799	6798	2827	0
23	40	86	5626	4688	4272	426	8365	3978
24	31	56	6822	574	6410	655	5171	3847
25	47	19	2538	382	2796	2293	746	1052
26	24	77	734	1422	0	948	3400	284
27	59	61	216	0	436	3769	1344	761
28	71	39	1013	2339	2935	3822	5764	4829
29	33	86	818	2695	8202	3077	3947	6989
30	21	85	1317	1884	685	0	3025	1430
31	59	30	0	807	6207	8370	966	631
32	41	30	395	450	532	135	1735	4032
33	30	71	250	0	3284	0	1354	8617
34	43	68	8022	2639	8788	8565	217	2527
35	32	61	221	0	527	986	257	4811
36	37	77	2880	0	6002	6485	1721	6870
37	17	73	1765	300	2392	3719	8999	202
38	52	53	0	1846	1681	1495	464	6062
39	42	21	7636	6396	2531	1066	118	937
40	41	36	3133	3146	3405	3408	4309	6529
41	52	76	8057	665	0	8666	367	462
42	51	47	2209	0	903	2553	0	609
43	22	79	4871	1934	4705	668	8233	1250
44	28	69	3350	817	0	0	5971	0
45	57	66	854	339	1822	3231	8054	3479
46	60	43	5885	0	0	904	0	8200
47	49	71	4852	975	352	644	3425	2511
48	39	75	515	3717	4374	5838	0	8221
49	27	68	3464	912	6537	791	338	4204
50	36	69	6894	598	8348	2530	1533	6024
