# 5bad1b7d-929b-493e-811d-e9b159040e9f
3	4	2	24	3
81	1074	2938
2643	105	1867
1504	11544	145
1	3453	1	1
2	3864	1	1
3	21913	2	3
1	95	99	18384	16303	15339
2	46	40	26333	21976	19332
3	51	79	50213	34637	31218
4	19	10	0	4325	6377
1	90	62
2	63	81
1	36	100	0	1902	1163
2	69	74	3506	3893	0
3	30	3	2541	0	3948
4	41	33	1233	3414	3963
5	70	4	1232	2129	3040
6	53	67	3295	3037	1381
7	60	49	0	3398	0
8	26	79	2000	1085	1185
9	96	11	3755	0	3486
10	94	47	3888	2793	3599
11	18	94	3149	0	1548
12	72	80	2725	2760	2675
13	22	22	0	3097	2420
14	38	97	2783	3648	0
15	38	41	2695	1327	2527
16	100	57	0	1836	1186
17	7	22	1240	1745	1933
18	93	69	1429	0	1111
19	64	83	1796	1788	0
20	98	40	1716	1789	3173
21	18	34	0	2361	0
22	28	7	2455	1431	1282
23	72	50	2082	1034	3881
24	99	52	2030	2029	0
