# 73c54d03-b44d-46d2-b2df-36eb58881613
3	8	2	42	1
73	13005	7203
7305	83	9191
5363	8729	81
1	16840	2	2
1	11	13	19694	9339	7956
2	92	11	11719	20269	18528
3	10	92	14734	20217	23379
4	85	83	18667	20250	15201
5	7	15	39640	26253	29789
6	86	4	38797	43026	37766
7	10	89	55454	73839	33792
8	87	89	0	0	0
1	4	16
2	97	7
1	4	14	2890	0	3539
2	8	24	0	0	3530
3	3	28	2193	3971	2605
4	1	33	3309	0	1069
5	10	24	1713	2629	3508
6	17	35	3273	2531	1460
7	12	17	0	2571	0
8	16	36	1684	1763	2784
9	25	25	2711	2566	2650
10	16	46	0	0	1463
11	43	34	2417	1505	1689
12	45	30	3126	3755	2061
13	28	43	2177	2458	2275
14	27	43	0	1553	2033
15	40	72	3634	3916	3720
16	44	45	0	3060	2899
17	35	33	3846	0	1847
18	49	48	3542	3430	2382
19	41	57	2646	2993	0
20	43	54	2437	2094	1521
21	50	58	2768	0	1775
22	58	49	3970	3921	0
23	53	52	3501	3754	3485
24	60	53	1132	2809	2026
25	66	69	2740	3560	3778
26	60	58	1524	3736	1767
27	57	59	3644	3392	1575
28	62	52	3114	2499	3330
29	51	63	0	0	2136
30	50	60	3875	0	1926
31	82	68	3830	0	1969
32	60	47	3385	3006	0
33	80	68	2153	0	3551
34	60	69	2053	2574	2705
35	77	70	0	3335	0
36	82	52	2090	3649	0
37	72	52	1070	1571	2507
38	69	65	1269	2604	1674
39	83	79	3374	0	0
40	85	65	3862	0	0
41	100	84	1609	1273	3094
42	88	67	1587	0	0
