# be4b71b4-63b5-4aa3-8048-c92cd2aaa41b
3	4	5	48	10
37	10038	13106
9002	97	14926
13252	8936	60
1	1902	3	1
2	2323	3	1
3	3224	4	2
4	3750	3	1
5	2891	4	1
6	2380	2	3
7	3510	3	3
8	1702	4	2
9	3595	5	2
10	1706	3	3
1	13	11	54214	60612	38519
2	91	13	79125	58333	93947
3	17	96	115122	95823	137148
4	85	83	0	10992	0
1	10	14
2	98	22
3	13	100
4	80	92
5	20	0
1	39	79	6408	6882	0
2	14	55	0	0	4941
3	53	68	5237	0	5187
4	53	74	4019	0	0
5	33	24	0	0	8723
6	33	56	0	7134	0
7	88	61	0	4548	4513
8	35	60	0	4218	0
9	15	26	8551	0	4723
10	83	60	7433	0	4194
11	26	67	0	0	4539
12	32	66	6775	4618	0
13	32	90	4940	7213	0
14	26	71	0	7531	6104
15	3	62	0	0	8780
16	50	25	7650	7628	0
17	78	68	0	5326	8016
18	100	44	5198	0	0
19	73	60	5583	4413	0
20	100	43	8132	5186	4132
21	52	8	0	5307	0
22	81	62	4160	0	0
23	45	74	5532	0	8962
24	71	68	0	5020	0
25	22	18	0	0	7318
26	83	45	0	4572	0
27	56	9	0	0	6724
28	4	57	0	0	6476
29	36	89	0	0	8754
30	97	62	0	0	5891
31	89	82	8400	4522	6379
32	37	71	6731	6811	0
33	58	72	0	8270	0
34	56	66	7389	4801	7785
35	30	66	0	8905	0
36	91	43	0	7009	0
37	36	62	8493	5385	6843
38	21	47	6743	7350	7637
39	30	17	0	0	5776
40	40	64	8812	0	0
41	60	48	0	5426	6159
42	14	58	0	7298	0
43	23	31	0	0	5421
44	8	68	0	5067	0
45	25	75	4664	8560	5195
46	51	96	6683	4539	0
47	73	66	4996	7745	0
48	25	61	0	6835	0
