# 9f5faa94-524b-491d-945b-e7f105c8e965
2	5	2	31	1
117	1656
2480	43
1	5037	1	2
1	88	50	16911	38222
2	59	42	19575	29049
3	76	42	33259	52866
4	83	59	51991	105963
5	67	80	0	0
1	17	19
2	69	67
1	66	4	0	4289
2	22	95	4939	0
3	88	70	0	4611
4	75	16	4756	0
5	14	24	0	4011
6	45	0	4412	4843
7	53	1	4015	4483
8	2	73	4785	4662
9	35	79	4170	4904
10	65	51	0	4305
11	42	75	0	4895
12	17	65	0	4835
13	61	38	0	4409
14	8	51	0	4365
15	26	92	4352	0
16	68	18	4941	4587
17	7	55	4066	4887
18	0	52	4130	4412
19	13	90	0	4666
20	98	100	4427	0
21	76	76	4238	0
22	11	44	0	4873
23	90	57	4433	0
24	17	80	4824	4599
25	46	69	4764	4593
26	69	1	4537	4797
27	35	47	0	4124
28	73	72	0	4117
29	7	21	4163	4307
30	29	38	4167	4428
31	94	62	0	4696
