# bec7b463-3b2c-4220-ab3a-36cfd6dcd85f
6	3	2	10	4
110	12861	11059	10614	8601	12596
9220	86	7208	9265	9078	11408
8229	9103	92	9223	12592	9840
7907	9908	5131	84	11219	11225
14666	7930	7944	5838	130	9073
11523	6468	9907	7793	12167	145
1	23135	1	1
2	3436	1	5
3	7687	2	6
4	6664	1	4
1	12	7	20480	29286	1252	26785	1727	875
2	84	8	32114	30712	1700	30117	3243	2661
3	1	87	0	12163	11	33784	0	394
1	0	11
2	84	0
1	18	19	623	0	756	236	381	0
2	25	24	505	24269	0	0	793	144
3	21	39	116	40922	707	647	411	0
4	25	36	809	357	0	318	669	0
5	42	47	609	0	352	0	159	693
6	52	56	0	0	0	551	0	0
7	60	45	0	734	146	40922	834	889
8	72	62	40922	329	0	116	863	500
9	81	62	0	0	774	0	232	733
10	98	83	0	0	0	40922	0	668
