# 0aec4f66-4186-4832-8abd-0a74db955cc8
3	7	1	28	8
84	9482	2771
2603	35	1222
13853	2612	56
1	9684	1	2
2	7570	1	3
3	5204	1	1
4	8642	1	2
5	4689	1	1
6	9824	1	3
7	9250	1	1
8	6987	1	2
1	17	6	25939	16054	12422
2	95	10	27332	22793	12769
3	12	85	28385	35922	12560
4	94	85	52409	31438	12670
5	5	10	76111	37704	26910
6	97	11	91631	74428	31387
7	16	90	0	0	0
1	17	5
1	27	14	2404	7029	7136
2	52	47	7112	4877	0
3	67	58	6290	7936	561
4	43	48	3805	6295	0
5	22	46	1851	5690	0
6	37	15	0	2714	1107
7	32	28	6615	2064	0
8	3	73	5513	2203	1769
9	50	31	7787	612	4832
10	18	20	524	7844	297
11	32	59	187	8447	0
12	65	55	481	192	880
13	13	43	8102	2726	776
14	67	47	7710	6516	7360
15	25	68	6152	140	599
16	56	37	1642	479	439
17	38	43	416	345	1316
18	39	43	3102	2312	0
19	86	66	742	0	485
20	25	26	7105	0	3189
21	32	15	4351	3787	0
22	60	37	8875	2742	0
23	64	36	6218	2783	151
24	62	47	4658	0	683
25	59	43	6290	8178	8291
26	0	52	768	2495	4340
27	24	63	0	0	2214
28	48	26	0	0	1925
