# 92bdb464-4e79-4963-8ae8-31efcf5d96b5
2	2	3	37	6
94	1582
2265	102
1	3181	1	2
2	1753	1	2
3	3698	3	2
4	2895	2	2
5	1808	3	2
6	2958	3	2
1	7	9	41714	35597
2	91	11	57417	46934
1	0	7
2	88	25
3	15	11
1	72	27	0	3148
2	60	63	5533	529
3	44	44	0	6507
4	61	36	3249	2927
5	55	29	3052	314
6	82	55	0	3450
7	54	20	539	269
8	87	46	2711	5908
9	42	37	0	7322
10	54	24	950	2020
11	43	75	8867	201
12	82	45	7699	0
13	48	34	5779	3536
14	70	22	0	2066
15	48	91	710	625
16	71	44	5197	0
17	59	33	0	850
18	59	51	403	0
19	74	65	150	296
20	61	18	5436	0
21	57	24	1486	647
22	39	86	1845	0
23	54	30	7755	7551
24	40	52	1321	6220
25	46	28	4230	2487
26	48	16	4153	0
27	60	38	0	8391
28	24	98	0	651
29	74	19	2477	651
30	77	54	650	0
31	52	13	277	2864
32	52	3	3329	0
33	39	68	5226	1086
34	54	53	2924	8074
35	63	31	0	504
36	68	27	6433	0
37	47	28	3593	809
