# daa61da0-49da-4d35-95cc-eb35983e05bd
2	2	3	35	2
27	5545
9646	119
1	3959	3	1
2	2318	3	2
1	11	15	35900	46694
2	94	10	19237	33537
1	19	18
2	91	8
3	8	16
1	3	26	0	859
2	19	16	0	1157
3	16	22	4101	2883
4	10	28	0	5716
5	0	28	6273	782
6	33	25	528	0
7	27	41	4102	4094
8	26	29	1662	0
9	22	40	2715	5963
10	36	34	0	1205
11	47	37	671	891
12	33	46	0	1470
13	56	72	0	5832
14	50	34	0	5388
15	50	42	957	4634
16	54	51	2861	0
17	49	34	0	5969
18	67	44	0	488
19	68	54	0	4297
20	50	48	0	402
21	58	64	2841	0
22	68	76	0	5872
23	56	59	903	0
24	58	66	3236	0
25	63	51	2053	449
26	67	54	3564	712
27	69	55	5209	0
28	88	56	0	3411
29	69	65	514	0
30	66	65	0	4821
31	82	70	849	0
32	75	64	1692	1823
33	82	74	0	5424
34	81	74	4256	0
35	100	80	2240	0
