# 492b2637-e9c3-40ae-b29b-f73ce44ec28c
4	1	3	46	7
27	2555	1119	1291
2834	26	1099	1462
2554	2680	120	1584
3024	2696	2804	27
1	1906	1	2
2	3597	1	3
3	2080	2	3
4	3713	3	1
5	3771	3	3
6	2727	1	1
7	2484	3	2
1	62	90	174476	188411	218527	224837
1	43	41
2	88	19
3	12	69
1	69	89	0	5198	0	0
2	97	1	7014	0	4795	8860
3	90	95	4929	6795	0	0
4	84	3	5343	0	0	0
5	52	5	0	8015	4961	7875
6	58	56	7324	4248	5157	0
7	79	84	6023	5226	4607	5425
8	83	91	5624	0	4657	0
9	86	14	6976	0	0	8509
10	41	47	0	5292	8379	7220
11	15	7	0	0	6732	4294
12	39	80	8601	4118	6907	7491
13	90	35	5533	0	0	8025
14	89	71	0	0	0	7447
15	93	52	4147	7487	0	8041
16	57	83	0	4070	5414	0
17	51	70	0	8012	5886	0
18	27	83	5993	4489	5135	0
19	36	69	6062	4817	0	8690
20	34	23	6748	0	4951	0
21	29	98	6522	7511	8871	0
22	15	89	0	8731	4661	4720
23	56	40	0	0	0	6170
24	8	4	0	4584	0	7720
25	90	25	0	0	5700	0
26	96	83	7532	0	5500	8042
27	74	63	0	7761	0	0
28	27	16	0	7495	5822	0
29	11	21	0	0	4016	0
30	1	78	7985	4455	7204	4361
31	96	14	0	8594	0	7759
32	7	16	0	0	6340	5753
33	28	88	6769	5452	8207	0
34	6	7	0	0	0	6587
35	73	7	7959	0	0	7286
36	75	28	4025	0	0	6104
37	71	28	4135	0	4677	8535
38	72	4	0	5468	8633	5615
39	65	10	0	0	0	5065
40	42	81	0	5327	7960	0
41	65	46	4707	7095	0	0
42	26	94	0	5795	7416	4612
43	71	42	5739	0	4574	4818
44	87	51	5419	0	7370	0
45	27	84	0	0	8119	0
46	27	15	0	6344	4085	6815
