# f845df80-d01b-4256-9aa1-b0f93be02d1d
3	2	2	30	7
31	1961	2607
2025	92	2651
1798	1235	85
1	4084	2	1
2	8293	2	1
3	5457	1	1
4	9816	1	2
5	7485	2	3
6	8851	1	2
7	7585	2	3
1	8	13	50799	7790	22927
2	91	9	57722	17418	12904
1	21	18
2	88	0
1	63	42	127	168	231
2	38	56	822	636	572
3	57	61	820	297	784
4	44	86	493	973	572
5	69	26	512	380	125
6	51	48	871	548	408
7	49	23	665	446	120
8	60	63	0	718	341
9	33	46	673	478	886
10	56	4	51571	716	115
11	26	91	762	154	0
12	32	57	105	821	878
13	24	54	985	717	970
14	56	20	295	430	266
15	42	50	696	397	391
16	34	56	807	212	0
17	51	57	496	0	586
18	51	68	887	157	0
19	45	49	423	477	473
20	24	55	0	0	10274
21	65	17	452	882	443
22	41	74	0	684	0
23	28	56	829	824	550
24	36	91	144	850	494
25	21	52	396	278	301
26	41	60	917	386	889
27	53	67	219	595	0
28	18	49	262	625	322
29	47	41	784	955	805
30	54	72	0	530	0
