# 1ee96dc6-60b4-4dd3-a35f-de2317ad1f37
3	7	1	36	2
107	14723	6673
14994	44	10895
14274	6681	78
1	5395	1	3
2	8792	1	2
1	6	9	10256	9481	17932
2	97	17	13682	17067	15296
3	15	88	21896	16777	20061
4	91	91	22131	15439	27021
5	8	9	39897	20405	28142
6	86	10	55930	58900	39068
7	9	92	0	0	0
1	0	12
1	8	27	0	0	3680
2	3	33	3466	3259	0
3	5	19	1859	1850	0
4	20	43	3744	2293	0
5	7	17	2679	1360	0
6	14	40	3660	0	2582
7	19	34	0	1148	3371
8	26	41	2170	1912	0
9	18	38	2048	0	1908
10	29	32	0	2197	3538
11	40	38	2965	1221	3666
12	28	48	1935	0	0
13	32	38	2520	3782	0
14	45	24	0	3100	3110
15	35	46	0	3867	2430
16	41	49	0	3293	0
17	52	44	3761	2433	2360
18	39	57	0	3807	0
19	34	46	1381	3231	2690
20	47	37	0	0	3122
21	39	59	1169	3884	3393
22	44	51	3002	0	2665
23	57	66	0	3521	1066
24	62	61	2353	0	1370
25	63	60	1226	1389	0
26	54	60	1609	0	1806
27	65	61	0	0	2201
28	65	64	0	3205	1416
29	87	58	1152	0	0
30	90	62	2641	1379	2281
31	86	57	0	3285	0
32	72	67	3767	3085	3739
33	83	74	0	2975	3689
34	75	74	0	0	3185
35	80	78	2026	0	1672
36	76	84	3954	0	3083
