# 1b066a85-d5a8-4ac4-b51b-c350cbcc7a4b
3	2	3	45	8
92	2852	2384
3019	85	1202
2378	3220	53
1	9856	1	1
2	1886	3	3
3	1706	2	3
4	2179	2	3
5	15019	3	1
6	1616	2	2
7	14763	1	2
8	5969	3	3
1	93	74	89594	178135	85186
2	27	7	179379	145164	184439
1	40	15
2	13	92
3	9	100
1	68	78	8416	7921	4680
2	99	21	7560	0	7212
3	53	38	0	0	7344
4	18	79	6080	0	5279
5	68	57	8599	6191	5783
6	23	87	8860	0	6243
7	2	35	0	8490	7535
8	74	54	4163	0	0
9	85	66	0	4827	0
10	31	28	6035	6226	8283
11	83	73	0	8520	0
12	20	20	5619	8414	5331
13	65	54	5519	8220	0
14	38	63	4363	5564	7020
15	62	95	5543	5651	8847
16	16	64	0	5389	4661
17	18	10	0	6138	8823
18	52	40	0	4227	0
19	59	99	7214	5821	0
20	86	51	4621	6028	0
21	96	88	8523	8313	7279
22	56	46	4214	0	0
23	84	39	5294	7592	0
24	25	12	0	5770	0
25	71	84	0	7439	4335
26	85	38	4040	0	5017
27	32	14	6224	4211	0
28	25	18	0	6950	5335
29	37	18	4360	7214	6277
30	34	33	0	5869	5420
31	20	23	0	0	7103
32	66	29	5350	4223	0
33	94	34	0	0	6884
34	100	83	6452	8639	0
35	44	69	8020	6088	0
36	64	0	0	8671	5736
37	14	36	0	0	7397
38	70	26	6549	4822	0
39	52	30	7614	8166	7096
40	88	18	8960	8989	6904
41	33	37	4110	0	0
42	64	65	0	0	6009
43	20	72	0	0	4250
44	68	92	8211	5947	0
45	31	94	5598	5151	4455
