# 8e6aac36-a029-486f-9948-814a3d3fcd04
5	8	5	47	6
70	2393	14399	1741	3168
1101	68	1262	4888	8297
2249	10723	146	1997	2247
11626	9797	3311	66	8950
13613	1342	2412	6546	81
1	3672	4	3
2	1194	3	2
3	2388	2	5
4	1479	4	1
5	2227	3	4
6	3372	4	4
1	80	50	6134	13565	12506	9945	8572
2	6	2	12642	11690	12078	9374	7431
3	64	91	11210	16092	9380	14246	10911
4	9	71	16743	13795	21987	18996	14106
5	28	84	25143	23071	29664	28181	15208
6	13	74	18752	23721	31722	17818	12589
7	75	13	48699	44775	40491	33291	29546
8	35	39	0	0	0	0	0
1	37	58
2	6	10
3	76	5
4	60	88
5	22	88
1	96	91	395	0	3180	338	0
2	97	79	497	0	8315	0	0
3	36	61	162	0	0	0	1122
4	34	2	2093	6323	6898	1552	5252
5	88	43	0	0	3462	0	0
6	16	48	0	0	545	0	0
7	66	63	906	0	840	6110	0
8	9	45	0	7456	0	6665	2995
9	71	85	0	0	0	2900	0
10	7	42	440	5035	0	242	824
11	42	84	716	0	510	0	674
12	75	17	756	0	0	1742	0
13	79	93	7823	452	0	0	0
14	18	71	458	419	0	0	0
15	49	84	0	0	0	622	683
16	87	75	0	887	767	0	551
17	79	68	0	0	0	0	113
18	97	45	0	0	394	1484	0
19	97	89	7469	159	8173	0	954
20	88	61	2929	5903	877	0	981
21	81	41	0	0	7011	0	0
22	37	56	0	0	950	0	0
23	12	2	0	2793	6233	271	0
24	84	84	1812	0	6925	0	5347
25	19	78	945	834	0	0	0
26	21	95	180	0	2401	2749	0
27	37	30	0	0	472	0	7290
28	64	93	0	8603	0	0	0
29	26	6	0	0	0	3823	0
30	5	4	2434	2957	0	0	0
31	39	75	0	0	0	0	6721
32	8	93	0	0	0	931	0
33	35	40	8355	0	0	5480	0
34	49	2	0	8690	0	403	0
35	54	27	0	0	0	0	707
36	15	60	8190	712	0	2292	0
37	17	40	0	3202	0	0	0
38	20	78	0	6598	0	0	6403
39	61	29	6179	0	6191	6685	0
40	31	45	0	0	0	7691	738
41	95	54	0	0	0	8987	0
42	53	21	835	0	3186	850	0
43	61	20	0	0	0	3932	0
44	51	78	1948	0	378	3404	2670
45	56	44	0	0	1540	711	0
46	55	22	0	266	543	0	0
47	62	83	7568	4589	3902	0	0
