# fce1b748-390f-4959-b012-b0c009982512
5	6	2	33	6
112	3459	13890	1641	1487
10180	122	4836	6191	3220
1586	3255	137	9446	5298
2059	10661	1530	72	6220
3125	1160	2418	5505	59
1	1554	1	3
2	23200	2	3
3	7371	1	2
4	21941	2	3
5	1718	2	5
6	22372	1	1
1	5	13	27429	8511	15459	20304	17608
2	93	20	26540	21406	16373	19219	31789
3	8	95	44490	28177	23839	25274	29659
4	84	81	36948	38218	31001	24771	41443
5	8	10	62093	41185	29388	49141	72146
6	96	14	0	0	0	0	0
1	0	24
2	100	25
1	35	27	5164	0	0	771	4012
2	23	45	3220	8527	423	1078	5424
3	45	22	8699	0	2345	0	7090
4	55	63	1206	0	0	3883	731
5	34	66	7560	4622	0	0	840
6	47	40	8794	400	3964	759	0
7	55	55	7639	0	3460	0	3431
8	29	36	922	103	5146	2064	522
9	31	4	0	1517	368	0	3910
10	20	35	6827	417	8063	3935	1861
11	91	5	753	0	0	768	5124
12	37	21	0	0	2360	948	3506
13	51	53	2917	6926	3879	459	0
14	79	28	7972	447	504	0	0
15	76	43	1628	0	0	8237	7163
16	25	40	278	865	2181	7516	0
17	39	26	868	0	0	0	0
18	39	60	2186	263	6132	303	4574
19	93	35	406	6103	863	6705	287
20	53	57	3337	1057	8947	0	0
21	30	60	0	2045	1448	5557	8015
22	55	64	0	3776	0	268	415
23	66	2	6375	7916	4705	6426	370
24	76	0	1254	631	0	260	1069
25	9	14	762	571	8487	2619	0
26	13	39	1364	2956	3992	487	6524
27	11	23	0	408	2373	0	1313
28	37	42	3770	433	0	3722	5464
29	24	4	0	3503	0	0	394
30	83	18	7423	3842	1539	0	2000
31	21	13	0	1208	575	830	4411
32	52	28	5034	6967	2233	8532	4764
33	45	13	5254	0	260	1933	6272
