# a046ed24-4242-44fb-b66c-7cbbbe103410
5	5	2	13	5
148	1681	3498	2092	2044
3191	47	2797	1760	2462
2299	3045	139	1817	2658
2013	2592	3266	75	1789
2136	1715	1681	1773	77
1	14063	1	1
2	8295	1	3
3	7531	1	2
4	1159	2	5
5	1666	1	3
1	10	14	14085	8028	12506	7000	11541
2	91	11	12700	12632	10770	11957	13119
3	16	88	14283	8193	19923	17417	19137
4	85	90	19492	19618	32398	20548	19484
5	6	8	0	0	0	0	0
1	0	5
2	89	11
1	13	34	0	0	0	4984	4335
2	11	30	6932	7295	0	0	4564
3	13	31	4158	0	0	8429	5030
4	14	38	4679	0	5303	5072	4289
5	29	55	6790	8185	0	8670	0
6	45	48	4930	6580	8492	0	0
7	51	60	7168	0	0	4198	7919
8	51	37	4616	6785	0	0	0
9	70	63	0	0	8281	0	0
10	68	55	0	0	6432	5186	0
11	80	78	0	0	7036	0	7816
12	86	63	7094	0	5050	5624	4624
13	82	82	4455	7531	7241	6445	0
