# 844b4c98-f644-4a6c-a0ae-c753ceefb60d
6	3	3	59	15
0.0	15.7	13.6	50.9	19.9	49.9
39.4	0.0	61.0	39.3	91.7	36.3
37.9	23.8	0.0	43.2	51.3	10.4
72.4	89.3	73.2	0.0	36.2	24.8
69.8	85.7	56.5	14.2	0.0	69.0
46.1	19.7	88.7	52.7	60.0	0.0
1	36350	1	6
2	14805	3	5
3	13637	2	1
4	26386	3	1
5	23478	3	3
6	22452	1	6
7	22532	2	2
8	18068	2	2
9	15205	2	5
10	28047	3	5
11	39189	3	6
12	13844	3	4
13	16785	1	3
14	11544	1	3
15	34522	1	2
1	268	458	338999	415794	354513	234907	375550	239996
2	107	404	330574	293893	438889	226599	459928	338587
3	387	169	232941	398875	313531	249785	369599	396797
1.0	17.3	485.0
2.0	326.7	464.4
3.0	46.7	147.7
1	2	414	0	20169	1864	19837	18641	8456
2	322	299	0	22601	15564	1230	0	9668
3	212	289	9940	882	0	15761	0	9391
4	210	130	0	13577	4487	15797	20236	22314
5	214	257	0	3097	5675	0	24750	21752
6	460	222	14834	18999	15394	0	5728	13110
7	324	33	9077	14260	0	13376	20246	2853
8	22	257	5269	0	16814	22895	15490	19475
9	142	106	13650	6663	24903	0	11975	24368
10	422	292	13117	15525	0	17598	10385	0
11	151	254	6532	0	24510	0	0	0
12	313	94	0	7830	0	2471	10286	21164
13	379	6	7066	21391	21510	0	0	19728
14	215	227	19321	9845	0	0	7263	24717
15	268	346	971	9424	15875	9882	18475	24955
16	397	68	0	3654	17579	22390	22002	945
17	173	95	1701	11515	0	15971	21551	15213
18	55	172	0	11595	1030	22151	13813	17208
19	190	280	22186	0	0	0	6235	0
20	339	438	11243	0	3468	0	4722	0
21	179	49	14869	0	15041	17181	18894	0
22	436	403	22872	20305	7604	16183	16892	11375
23	279	456	24345	0	0	19518	20380	0
24	122	69	14816	7474	16267	0	0	14567
25	250	482	9178	4544	0	6723	1670	1452
26	50	319	24332	0	13579	0	0	14338
27	456	250	0	19694	21538	21897	6944	20756
28	494	6	0	14202	15343	2024	19015	7774
29	458	211	0	10773	24138	9711	8112	716
30	128	187	7582	15178	15695	0	17695	19775
31	41	326	0	20898	3512	0	24003	9306
32	10	211	11971	21768	0	19377	0	14059
33	338	180	18511	19999	3508	24729	0	0
34	14	214	14583	19359	22377	0	14219	16288
35	150	317	0	21491	18461	952	7761	12977
36	120	390	5462	16937	18763	12692	0	0
37	365	257	0	4543	20211	0	12062	4993
38	72	334	5720	0	24278	0	0	5568
39	227	356	19385	581	0	10311	1928	0
40	217	269	0	16909	18540	6722	21462	0
41	111	128	10542	7941	17144	0	21870	0
42	110	156	7016	6397	0	11052	20383	2365
43	358	189	0	15979	0	6539	1583	10446
44	228	240	22301	11255	1708	0	0	0
45	103	282	0	4791	24633	8875	8111	0
46	171	488	7692	13952	6469	0	19027	0
47	433	243	0	21881	17734	11109	0	8698
48	350	128	5623	7268	21226	6791	12944	18784
49	416	253	21564	13062	15773	4545	0	24485
50	234	129	20224	0	23246	0	0	17598
51	40	334	0	9874	16457	19134	0	0
52	308	97	10436	1188	0	0	24096	11746
53	390	401	14592	8308	0	15158	11073	16043
54	109	488	1856	0	14300	0	20218	8584
55	411	196	0	1123	7012	21699	20071	0
56	352	398	4949	6042	7879	1196	15866	8994
57	90	475	10392	7722	22484	0	0	24750
58	56	352	0	21266	5515	20546	0	0
59	237	442	0	0	19768	22998	22793	0
