# 8ba2950b-2c3e-4e29-b815-fa5af54da996
7	4	2	36	10
0.0	11.2	82.8	73.7	35.0	97.4	80.9
73.1	0.0	23.3	60.1	77.7	51.0	72.9
35.3	96.7	0.0	43.6	34.0	13.1	49.9
90.6	60.5	81.5	0.0	98.2	35.4	41.2
93.0	68.7	77.4	15.4	0.0	65.9	88.0
97.3	92.4	85.4	82.5	92.4	0.0	41.8
50.0	44.5	79.2	60.5	43.9	98.4	0.0
1	23164	2	4
2	21777	2	2
3	23068	2	3
4	23559	1	7
5	34170	2	2
6	27350	2	7
7	34923	2	1
8	24377	1	6
9	35919	1	3
10	17513	1	3
1	270	49	67692	211116	107605	130878	85252	111285	80296
2	340	181	74169	161374	130825	129469	146544	111802	99139
3	475	430	90670	235705	92466	106731	91750	113534	118538
4	445	452	69632	217384	128468	152133	158648	129956	78569
1.0	161.5	327.2
2.0	205.3	290.5
1	210	396	0	13866	9956	0	0	5423	0
2	234	223	20539	24469	4215	18574	10698	14233	8364
3	190	460	5783	13003	9407	18258	0	0	24274
4	51	325	14860	7146	5872	0	17846	19070	7784
5	362	78	7086	12940	11054	0	0	0	0
6	62	68	10294	13291	5020	15733	17708	20712	3774
7	384	427	8061	13248	13348	3173	0	0	552
8	465	388	0	2952	2850	22222	0	10305	19565
9	64	306	0	16835	0	3136	0	0	618
10	301	200	2842	23057	0	0	0	0	14039
11	217	305	4240	23107	15252	8096	12165	0	901
12	499	184	0	23360	0	11010	2599	2320	0
13	399	222	0	0	0	0	0	8018	0
14	166	129	0	11472	0	12888	14198	0	13770
15	80	418	0	21663	14695	17183	900	20722	5588
16	233	79	0	23363	22589	24890	0	0	0
17	320	476	6833	21887	12621	0	24477	0	0
18	202	469	10280	22743	9538	0	4758	1646	0
19	206	435	13580	9724	14879	0	17357	0	0
20	476	446	0	0	0	8953	15432	7696	3919
21	472	111	9187	14116	21917	14460	10563	2942	0
22	291	94	19533	11357	19237	19988	0	0	0
23	98	323	6900	5336	0	0	0	0	0
24	155	263	1167	22265	8558	24269	15331	21958	0
25	467	325	6092	18678	1485	20663	4026	2073	22565
26	284	85	9796	0	5919	17722	12057	0	22884
27	406	211	18520	0	20989	0	7160	19580	10005
28	344	194	0	17468	1084	16240	4588	0	4947
29	57	344	5506	0	15480	11003	16134	0	0
30	444	90	0	2834	0	0	0	19434	0
31	245	500	0	4492	14498	1998	7231	18917	0
32	210	474	0	5485	20868	14099	16634	0	18884
33	182	126	24869	745	8386	12205	0	1276	0
34	248	96	0	0	0	0	13623	23388	23297
35	100	154	3609	0	0	23949	11076	10943	9633
36	332	52	2726	7020	0	10161	16064	8450	0
