# 7d0cc206-74ec-4d69-88f1-65548b944b25
4	3	3	33	11
0.0	18.3	56.8	75.6
26.5	0.0	80.5	92.5
33.3	92.0	0.0	59.2
44.2	19.7	71.0	0.0
1	17921	2	4
2	18275	1	2
3	13897	3	1
4	35682	1	1
5	24192	2	1
6	35569	1	4
7	39347	3	1
8	18539	1	2
9	10450	1	1
10	17773	2	4
11	23295	3	3
1	378.2	456.1	119019	97363	260474	255422
2	0.9	495.8	208551	138086	215667	176048
3	234.6	183.9	215161	182391	264363	137003
1	393.7	285.8
2	40.8	451.7
3	253.1	260.7
1	327	433.3	699	13632	23301	0
2	296.7	417.7	0	4599	21514	0
3	483	108.7	18652	0	0	0
4	304.3	353.1	0	729	12878	0
5	386	84.5	15116	15040	24560	0
6	318.1	157.7	14098	0	0	14523
7	126.9	438.9	7156	1685	0	0
8	99.8	374.6	10068	9159	3692	9939
9	305.6	247.1	1796	22195	12318	13985
10	44.3	80.7	0	8951	0	17354
11	40.2	321.4	3917	0	7536	24821
12	289.7	291.7	13966	9782	5217	5169
13	328.8	12.2	0	14366	11715	0
14	92.9	50.9	13609	13030	0	0
15	394.6	71.8	7506	0	1715	4189
16	294.6	299.8	0	22712	16504	14325
17	342.9	91.8	1408	0	21010	9904
18	221.6	315.1	16177	7890	19003	20971
19	4	239	21851	11051	23542	4073
20	125.3	90.1	16730	0	5035	24710
21	27.2	254.5	4976	0	0	22130
22	405.9	252	5710	0	16728	23918
23	233.9	487.7	2526	15591	0	13164
24	195.4	112.3	7477	1848	22761	10241
25	494.1	418.7	25000	8399	14403	11019
26	142.8	130.1	22217	14189	23870	13998
27	348.7	175.3	10450	10932	7246	9086
28	83.1	471.1	0	0	2035	13080
29	241	132	17810	0	10649	21426
30	396.3	245.3	0	1974	0	0
31	343.1	60.6	3452	13993	0	11428
32	208.6	341.9	0	0	18420	6988
33	477.3	11.6	15904	9413	14296	19545
