# 286b990b-1ef1-4ea7-9627-a3734c58c767
5	4	3	34	12
0.0	22.7	75.0	17.5	97.9
79.3	0.0	64.6	23.9	57.6
56.1	64.3	0.0	10.9	77.4
64.3	12.9	97.4	0.0	38.7
99.7	70.5	39.8	26.8	0.0
1	32939	3	5
2	20617	2	3
3	38555	2	1
4	31372	1	2
5	12773	1	1
6	29483	3	3
7	24580	1	1
8	32536	3	5
9	19503	2	3
10	15895	1	4
11	28362	2	5
12	15918	1	2
1	433.6	189.9	104405	138215	132417	199897	89593
2	126.1	177.6	104901	102508	129161	146715	97762
3	468.9	299.4	121120	158859	129764	212140	103508
4	442.2	300.9	153597	138428	96557	125061	104112
1	41.9	311
2	151.2	276.1
3	82.8	2.5
1	398.6	40.4	20560	13907	0	5401	1096
2	160.5	251.6	2122	13798	21547	0	23831
3	348.7	358.3	14135	9671	12942	18473	23507
4	420.7	24.8	0	0	23245	1621	0
5	425.6	427.5	597	1151	0	0	6821
6	475	211.6	2729	21443	0	11088	3810
7	298.3	337.7	7835	0	0	6177	5409
8	258.2	41	20012	0	0	18699	19720
9	81.1	11.5	6471	22258	5533	15221	0
10	195.6	115.2	8081	19187	7916	0	0
11	475.7	174.7	630	7725	24233	19331	10536
12	230.4	427	0	0	0	612	4392
13	369.2	286.1	1845	10153	23853	4015	12945
14	297.8	307.5	4364	8855	8294	24690	6109
15	462.5	179	13819	0	0	0	5580
16	231.3	498.2	7912	9437	0	22697	2770
17	410.6	34.8	16792	0	4756	10863	4480
18	305.2	470.4	17873	10805	0	9882	12895
19	454.4	423.3	15680	15516	23969	15146	4972
20	327.2	113.1	0	0	14125	18530	4846
21	167.5	17.5	0	5352	0	23012	18329
22	62.7	426.5	19064	0	0	10890	17088
23	123.1	340	19471	0	0	21551	0
24	91.6	446.6	18288	0	0	14530	526
25	1	168.5	10291	3169	6649	0	0
26	439.9	459.9	0	0	1549	0	13667
27	455.5	102	0	16296	8278	14696	14869
28	243.9	292.3	0	24432	1509	10254	0
29	314.4	89.5	3180	0	0	3164	18957
30	403.5	33.9	22167	15352	0	12641	23247
31	177.3	342.8	9345	6512	7192	1261	11817
32	40.8	237.6	3293	18162	0	21600	0
33	248.8	293.1	11565	1882	24989	8071	0
34	124.1	84.8	6213	22325	14766	13062	16190
