# 30f5b895-c457-4e60-8dd0-fbd894170031
4	3	2	53	12
0.0	48.3	21.1	58.7
15.6	0.0	22.6	42.1
12.0	86.2	0.0	37.6
39.3	64.8	18.3	0.0
1	29700	2	4
2	16089	2	4
3	19231	1	4
4	17015	1	1
5	34544	1	4
6	33366	1	1
7	16259	1	2
8	20414	1	3
9	11590	2	1
10	21039	1	2
11	29480	2	3
12	30244	1	1
1	418	252	217806	297351	351490	387089
2	323	170	282069	391914	226522	286300
3	495	317	342280	352064	204335	392125
1.0	382.0	185.1
2.0	389.8	114.3
1	351	146	17662	17251	13108	8770
2	392	98	24384	0	21331	1145
3	160	21	6929	17696	0	1481
4	477	287	17044	24085	20862	3999
5	49	322	0	6887	0	0
6	440	104	10325	4804	0	0
7	247	61	21725	16185	0	3330
8	473	412	17960	0	0	15496
9	167	367	2878	0	19190	18024
10	436	437	16540	13780	759	1283
11	193	474	14393	0	14690	13880
12	19	446	8194	0	1494	24942
13	496	75	0	0	7217	0
14	97	290	19199	18159	0	15607
15	368	66	9331	0	579	1846
16	72	348	15545	20277	7220	18603
17	208	290	10551	0	4180	0
18	410	420	2001	23578	12660	0
19	276	276	11537	0	0	24589
20	464	193	0	15938	6677	0
21	386	133	19032	0	24382	21238
22	40	89	11763	8208	8208	19200
23	199	315	12929	0	11402	0
24	251	346	10763	18670	0	0
25	379	413	0	10439	17852	24238
26	210	54	1672	7240	11656	0
27	177	123	7866	5608	0	10065
28	425	274	20107	21669	1146	0
29	113	500	0	21402	17506	0
30	495	355	0	0	8568	18077
31	309	357	0	20495	0	6703
32	499	68	15575	12735	0	18958
33	465	257	16650	23537	8052	0
34	314	365	21144	23666	0	23069
35	232	139	23713	0	0	11636
36	4	125	8850	6310	23040	8645
37	452	242	576	0	18293	12341
38	129	71	20433	7762	2285	8228
39	250	495	15568	12122	2936	24190
40	279	393	23618	23176	10478	21693
41	350	435	3207	14721	22449	20921
42	205	497	0	17838	14270	19291
43	218	402	0	0	4353	0
44	205	238	0	0	11785	24462
45	276	293	15298	5352	16368	20307
46	110	151	13052	15615	8225	16069
47	272	256	0	10901	21933	21080
48	466	91	0	5241	0	0
49	1	37	13279	18563	13407	12095
50	211	449	8585	22607	0	14816
51	185	461	3925	1884	24449	3505
52	272	482	5592	23526	771	10068
53	476	211	5870	21100	22800	12478
