# 9a8b376c-eabd-4595-b1de-64ed92aeb776
7	3	3	40	11
0.0	77.4	24.1	27.5	63.6	75.0	98.1
32.1	0.0	14.4	95.9	60.9	23.4	51.7
13.6	53.8	0.0	25.8	14.6	42.6	15.9
28.6	66.4	66.6	0.0	81.9	94.5	36.1
31.3	17.0	17.6	63.8	0.0	67.4	33.4
48.1	75.6	42.3	37.1	69.6	0.0	61.6
92.7	23.0	14.9	88.3	17.4	63.6	0.0
1	23430	2	7
2	29640	3	6
3	34375	1	2
4	31220	2	6
5	37869	3	1
6	11629	2	6
7	17313	2	4
8	35038	1	2
9	36387	1	4
10	23200	3	4
11	31457	1	6
1	266	326	234111	362648	292314	182408	202908	189969	265087
2	151	334	238145	260815	277960	282031	324671	184503	307479
3	482	60	173893	359670	236339	265223	274587	159096	197409
1.0	194.1	377.3
2.0	246.1	71.9
3.0	15.5	232.1
1	194	123	4452	8828	13744	0	23410	6843	0
2	336	365	5904	1406	22699	10905	18209	2352	539
3	86	320	6184	21533	24967	0	22936	9590	1154
4	166	58	0	0	17439	21717	0	21131	0
5	458	392	0	7927	20006	0	0	4111	19082
6	473	162	17822	23323	7593	4449	11910	0	15611
7	51	381	17044	17403	0	0	21150	0	0
8	17	378	23061	21511	13845	24260	11197	0	18242
9	206	328	0	0	18816	12198	16921	0	19862
10	186	116	14761	823	783	17227	0	16805	17461
11	223	461	0	2510	13768	10256	16962	0	1008
12	218	462	13483	5025	24277	0	21229	0	24056
13	416	167	7600	11246	13475	11594	22505	4035	18251
14	454	351	0	18354	4184	22623	0	2753	9942
15	460	330	24011	8792	3643	0	6036	23343	2504
16	245	278	0	19103	17624	7463	20312	12575	5891
17	463	3	785	24310	12163	24377	24307	0	13810
18	451	281	0	0	4245	17678	10745	22975	23356
19	361	107	12406	9109	18043	4057	0	20336	22063
20	374	305	3078	0	0	22678	16627	8073	0
21	302	57	0	6967	0	822	17334	9713	14812
22	258	487	22949	21608	13042	23973	10108	11001	0
23	208	486	0	16962	0	0	18912	0	10338
24	421	153	1792	17922	0	0	6401	9113	9887
25	244	290	2316	8234	3341	11304	0	17992	7713
26	232	101	0	0	21732	775	9589	15306	2005
27	484	215	15339	20488	23815	23192	0	7719	0
28	56	276	22021	22764	11984	17228	0	12236	23470
29	266	102	0	24161	0	18580	0	0	6107
30	348	481	20944	1234	9494	1124	0	0	5048
31	201	88	9968	14922	0	14634	0	8417	1253
32	498	431	7245	22604	8900	0	0	11736	19563
33	238	267	23709	24475	3927	0	23086	6249	22625
34	251	478	5383	13727	10437	6865	14176	0	11116
35	267	27	6092	22137	11575	23497	2846	0	13909
36	484	282	0	0	5806	0	21404	0	0
37	464	305	12846	15609	0	9874	0	0	20518
38	432	138	1359	0	21639	6682	8786	16856	0
39	135	270	19945	16851	2791	18969	0	2155	20409
40	469	137	7274	4903	0	13558	11151	651	20108
