# be8740c0-13af-4ed0-93f8-f0cf0dd0a88d
5	5	2	43	11
0.0	52.7	27.0	57.3	65.8
31.1	0.0	47.0	59.8	37.7
91.2	59.1	0.0	35.3	61.7
90.4	38.5	90.8	0.0	29.4
70.1	79.6	30.8	95.7	0.0
1	39415	2	4
2	22194	2	5
3	11533	1	5
4	28820	1	5
5	38700	2	1
6	19293	2	2
7	38121	2	4
8	17796	2	2
9	39893	2	3
10	20785	1	1
11	35682	2	3
1	19.2	486.3	148911	149509	187912	145866	117838
2	330.4	134.7	162424	171846	131508	102090	128724
3	367.6	208.1	129465	120128	137017	116455	159507
4	217.3	323.9	126210	111138	140455	137826	130940
5	217	65.1	136656	128801	186901	93023	136609
1	206.6	125
2	77.8	184.8
1	384.5	365.4	0	24386	7571	0	21186
2	202	5.2	0	15423	18202	4654	0
3	475.4	484.2	0	8915	21803	3211	4462
4	442.5	221	16881	20202	23481	8774	14630
5	363.5	7	0	14090	0	3959	0
6	180.7	342.1	0	13533	8987	0	23221
7	488.2	440.5	0	15877	3874	21714	0
8	425.2	332.3	0	985	0	0	2966
9	317.6	107.2	0	11770	18305	24446	0
10	155.9	13.5	11517	8741	23772	21562	1192
11	199.7	409.7	1986	1881	12401	21937	0
12	13.3	200.9	5095	0	0	0	4909
13	391.4	344.6	22530	3082	18765	13969	0
14	379.4	145.1	24606	8248	3762	0	19044
15	175.7	456.2	2924	6988	5599	1510	0
16	235.2	84.7	0	15985	4730	5057	24489
17	259.7	195.7	0	0	14866	0	0
18	309.8	28.8	20651	7652	3463	0	6319
19	7.2	489.8	4978	16732	16000	21209	18203
20	34.3	293.8	20854	18547	0	0	4786
21	337.9	110.8	12891	0	0	4472	0
22	436.3	322.5	11653	12971	23476	20607	13232
23	246	80.2	17889	4956	0	15070	18219
24	369.5	239.2	17350	840	14693	5884	1167
25	254.2	91	15571	11709	0	0	14292
26	358.6	431.1	3796	5980	18367	10988	0
27	241.1	196.3	7293	17428	2831	15088	11328
28	252.1	295.4	3221	11012	1118	22456	11994
29	272	342	8437	0	9953	6323	0
30	420.2	425.2	8498	18222	17196	0	18422
31	496.3	461.5	14260	0	2390	0	0
32	118	90.8	15347	4554	21331	7144	0
33	78.5	464.3	8490	13380	5557	14107	6197
34	249.2	448.7	0	3508	0	17601	17186
35	321.8	61.3	0	0	2545	0	19163
36	368.9	395.8	2267	0	0	0	890
37	155.2	149	19563	0	21554	11758	10929
38	14.4	62.1	16960	8216	1537	23230	0
39	37	432.9	20190	0	0	2434	0
40	437.4	441.2	0	20159	15101	9688	23603
41	341.7	439.9	0	22584	8178	3066	0
42	150.8	387	7835	18320	0	0	19152
43	2.6	64.7	16419	2602	19675	12902	1536
