# e4aac365-814f-472a-b92e-e943ca9b3cf1
7	4	2	49	18
0.0	45.2	30.2	32.1	38.3	71.0	73.0
19.7	0.0	44.7	93.0	90.6	87.0	14.4
22.5	79.8	0.0	14.6	24.9	57.1	44.5
86.0	41.8	78.5	0.0	81.3	50.1	76.5
75.6	26.5	71.4	43.8	0.0	45.0	56.9
19.1	58.8	25.4	72.7	33.7	0.0	53.9
90.2	11.0	30.7	60.5	90.9	55.6	0.0
1	39914	1	5
2	31503	1	1
3	13763	2	1
4	30642	1	1
5	28311	1	3
6	10475	1	1
7	17474	2	4
8	11003	1	1
9	24052	2	2
10	34036	2	1
11	33413	1	4
12	17678	2	6
13	37622	2	3
14	27887	1	1
15	39910	2	7
16	29195	2	6
17	18173	2	5
18	15079	1	5
1	297	97	137936	202877	130288	283538	148193	297874	251980
2	271	229	164152	274720	234160	216527	126913	268945	243669
3	367	343	155655	293173	141683	251612	123452	204662	229782
4	198	76	122829	279467	248791	187422	149633	161913	185643
1.0	190.4	309.2
2.0	436.2	111.7
1	463	370	4896	7244	17031	0	19047	7196	0
2	131	306	12669	0	17896	15587	20685	20019	16479
3	16	220	2079	19370	13438	19377	21115	11516	23184
4	65	50	6331	6791	24641	0	20666	21426	23369
5	140	40	18328	13177	2765	0	2674	0	10664
6	111	195	0	0	2368	10155	3998	6980	0
7	346	108	0	0	0	19937	11225	19442	0
8	210	56	18662	15776	20505	9505	11014	14990	23041
9	194	441	24474	0	19978	17121	0	0	18661
10	252	443	8722	9244	2620	0	4911	3273	20525
11	34	266	11124	21948	0	16890	0	23908	0
12	377	457	2723	0	18785	0	11043	0	0
13	92	6	18525	20707	20092	12184	2194	3725	6794
14	62	85	7235	0	0	11365	14121	5996	0
15	75	416	0	10259	0	1132	23070	3242	0
16	246	216	9654	0	6318	0	0	19030	0
17	187	403	8245	11933	11031	0	0	0	21032
18	25	398	0	24845	21828	13839	7870	23319	5811
19	148	59	8137	14912	6731	2180	16719	1935	0
20	454	239	15442	13742	11535	24634	6843	2473	0
21	206	233	18615	0	5589	10474	1830	13972	19153
22	358	358	0	16040	15932	10640	0	0	4695
23	46	159	11369	0	8518	17817	0	0	1286
24	48	421	9599	0	16376	20938	13140	20092	23185
25	231	156	16413	0	10107	4620	0	2487	18283
26	116	77	0	22903	17768	7419	14429	17142	5058
27	185	247	0	12789	19013	23593	20382	0	3391
28	125	154	0	24654	11082	15480	3900	0	12381
29	446	246	0	19311	4569	17574	6688	22223	6122
30	275	16	6396	15677	0	0	0	0	17639
31	127	382	7219	19845	0	6498	22281	0	19003
32	438	105	4178	0	16336	0	0	3687	7379
33	257	144	0	9344	0	0	0	13438	0
34	294	268	0	14238	1637	15457	11302	5972	16968
35	103	495	0	21592	0	0	18553	16878	0
36	412	486	24609	18259	0	2953	22398	1439	11028
37	362	157	769	3988	21613	23602	839	0	9822
38	497	104	0	0	0	11990	0	15103	0
39	102	412	0	18293	0	1770	16845	18994	10030
40	456	305	10835	15412	4295	0	2079	22882	12715
41	294	172	0	24417	20570	6541	0	13704	4779
42	86	330	18347	9953	0	23936	0	4542	4595
43	196	471	22694	5595	15737	23562	0	19681	11393
44	97	43	1751	10542	11074	20691	0	6427	0
45	432	35	2499	14161	0	3103	4376	9659	0
46	248	73	0	0	10353	0	2093	22681	9425
47	230	246	0	0	0	1544	22106	22638	22298
48	180	239	23522	10016	887	23936	0	15714	24731
49	178	113	0	23053	0	12711	23672	18803	15969
