# 9735f10d-abbe-4fec-b948-0b7440bd22b9
5	5	2	34	15
0.0	40.8	63.3	50.2	29.8
77.4	0.0	41.7	29.9	67.3
34.4	29.6	0.0	68.8	97.9
43.0	49.0	14.6	0.0	66.1
64.7	37.3	47.1	13.0	0.0
1	31537	2	5
2	26086	1	1
3	39419	1	3
4	22409	1	2
5	11928	2	1
6	28506	1	5
7	25488	1	3
8	32316	1	3
9	18869	1	1
10	29902	1	5
11	17184	1	1
12	35591	1	3
13	20851	2	5
14	26351	2	3
15	34214	1	4
1	249	6	120022	155203	84121	89872	89863
2	334	58	115206	104926	110146	83791	137031
3	373	178	139445	107936	96092	133974	169596
4	137	219	117308	116069	125974	82878	169703
5	350	401	105324	104575	116490	132304	113163
1.0	199.1	363.1
2.0	460.2	285.5
1	199	34	0	14399	0	0	0
2	44	202	19397	0	18550	12587	1267
3	105	444	24750	10867	11449	0	0
4	394	480	12823	23480	16125	10857	20575
5	105	314	9306	1931	8313	0	24204
6	284	70	13424	604	0	3332	6574
7	272	40	0	7160	7067	842	22940
8	396	279	22914	0	5067	11616	22207
9	442	284	8843	6850	24244	9594	19764
10	470	339	0	0	8083	0	14923
11	62	268	0	9937	0	21112	21516
12	458	92	13952	13318	0	0	14668
13	19	372	0	18834	0	6205	4593
14	453	424	17290	9613	9028	6039	4725
15	170	163	9736	3198	14005	8128	17263
16	451	120	10651	9038	0	12988	19635
17	77	390	0	20817	0	0	17430
18	35	106	0	0	0	18561	23990
19	141	88	24010	19419	10600	24379	848
20	224	482	0	16049	10894	0	2113
21	118	315	0	2019	17418	18384	0
22	221	366	0	0	0	24142	0
23	342	276	5449	24730	22393	20460	5992
24	416	500	0	2429	21997	4359	24517
25	304	106	11660	13636	9927	20306	0
26	426	320	18865	22026	8941	5724	8074
27	202	56	0	2953	9659	0	19201
28	464	368	5551	17483	14163	0	0
29	388	224	16735	24450	6899	4584	12674
30	438	434	18469	1622	5935	0	0
31	166	411	20231	13093	0	13611	0
32	172	411	12609	8474	10772	2250	868
33	242	21	0	6354	22776	18483	18125
34	65	401	22454	0	3996	15089	5839
