# 6f7352e5-4367-43b9-ac41-370180469ed4
7	3	3	49	19
0.0	51.2	88.3	87.0	33.0	94.2	54.4
23.7	0.0	38.1	93.7	49.8	16.5	32.0
87.0	26.9	0.0	94.9	96.5	69.8	35.3
79.3	71.7	37.1	0.0	67.4	24.9	67.8
44.1	84.5	98.5	71.6	0.0	18.3	64.0
98.3	28.6	49.4	65.9	53.3	0.0	12.4
10.8	53.9	95.2	85.4	66.8	42.0	0.0
1	25668	3	5
2	26121	2	1
3	23445	1	6
4	22118	2	6
5	33107	1	1
6	16667	3	6
7	31384	1	1
8	38469	2	3
9	10769	1	6
10	33018	1	6
11	15639	2	1
12	38786	2	4
13	18487	2	7
14	26815	3	7
15	15699	3	2
16	17602	2	5
17	32455	3	1
18	18413	3	2
19	17914	2	5
1	317.9	178.6	281327	276270	225998	326958	233761	186029	200743
2	246.8	493.9	399547	287177	234866	218428	280247	280327	267988
3	149.6	136.8	255251	299805	234403	240211	309168	277793	187727
1	121.9	239.3
2	168.4	293.4
3	455.2	70.4
1	448.4	495.5	0	13792	7722	17249	24502	16829	0
2	459.4	28.7	9934	4354	7898	0	9878	20010	0
3	151.1	393.5	1467	0	20066	14895	815	10695	0
4	122.3	281.8	18833	15185	0	0	0	17979	0
5	209.4	238.9	21930	24149	3438	20616	8131	8463	13546
6	341.4	410.2	14252	0	9944	22300	16699	0	5106
7	118.2	10.4	19374	15694	935	814	3316	14060	14265
8	317	326.2	21877	0	0	2048	22682	0	3448
9	286.5	326.4	16120	4742	24584	16528	3689	6179	22822
10	341.2	496	0	1044	0	15427	24173	7248	10273
11	147	296.2	0	10079	0	4027	22296	22237	620
12	196	133.8	23962	24753	3015	3215	2492	21011	6185
13	64.3	43.8	7126	16027	22037	11578	16909	0	1543
14	356.1	412.2	19857	13920	0	19079	4100	9821	3072
15	496.7	194	0	9532	17820	11609	17062	6279	14351
16	442.3	40.6	12558	22034	14549	19550	3103	0	0
17	110.7	361.2	15536	24409	16183	0	12402	12802	11408
18	263.2	449.5	0	0	7665	0	0	0	0
19	348	33	22082	20761	0	10035	3484	16186	7540
20	322.6	465.1	2055	2845	0	17763	2526	2603	0
21	292.3	366.5	7431	4767	23948	14628	19906	16890	11134
22	354.1	455.1	12874	23544	0	17536	9508	0	12970
23	389.3	464.6	0	12165	0	0	21726	0	3542
24	209.9	14.8	9564	12416	9414	8205	14369	3491	20214
25	359.8	475.5	17535	20442	0	11331	24075	18708	7090
26	451.8	73.4	10780	1311	16263	0	0	0	0
27	414.5	390.4	21848	0	14962	0	0	0	3377
28	451.7	323.1	1420	0	13265	0	0	0	3401
29	399.3	306.4	14094	7997	24178	0	5166	17656	5665
30	324	32.2	11773	0	23125	15233	0	20535	0
31	355.9	359.6	11688	5306	16974	0	11951	2893	8420
32	205	300.4	19079	18086	2274	11351	0	15024	0
33	389	260.7	13174	4850	13474	24710	0	0	0
34	175.3	94	4556	0	0	10531	15545	17371	18964
35	71.8	302	0	16787	22294	7223	882	23922	11907
36	150.5	164.2	0	2941	17114	0	2893	9775	0
37	30.9	449.1	0	0	6334	0	14554	0	16883
38	486.9	209.2	10421	868	0	0	10057	17523	0
39	450	154.8	22944	24087	0	20128	18050	23909	7475
40	278.1	372.3	18778	0	5755	0	24083	0	9591
41	273.4	20.2	0	14908	8958	24062	4977	0	4338
42	147.4	118.2	0	20356	9758	0	3209	7442	0
43	463.4	385.9	15256	12536	17012	0	12680	0	13981
44	444.5	462.1	15801	2184	15225	23022	10753	20066	19975
45	267.8	223.7	15247	24928	12845	17970	2197	9884	16042
46	183	208.7	2733	13049	10736	10672	13611	6464	0
47	479.4	255.4	0	3987	2070	0	0	0	23445
48	125.6	238.7	18368	0	14489	16982	14261	13162	24131
49	144.5	109.2	24096	3150	16591	8287	18033	24760	19767
