# d44db70c-16ee-4bb3-b26f-fa38f2973f38
4	3	3	33	16
0.0	85.3	14.8	63.3
67.4	0.0	41.2	16.7
94.3	41.4	0.0	97.7
30.0	56.1	38.7	0.0
1	20039	2	1
2	36653	2	2
3	20889	1	3
4	14600	2	3
5	11347	1	2
6	21507	3	4
7	33194	1	3
8	32632	2	4
9	39043	2	1
10	23231	1	1
11	22638	1	4
12	18195	2	2
13	10977	2	3
14	22770	3	4
15	15668	2	1
16	27248	1	2
1	289.7	475.9	196777	165848	231934	140617
2	438.2	64.6	137910	206552	241903	222905
3	53.9	118.2	148741	222168	180210	221061
1	79.9	257.9
2	15.8	170
3	152.3	344.7
1	98.8	37.9	17422	15976	0	20442
2	88.7	85.9	24426	1165	16577	23583
3	126.9	288.1	0	22946	20773	0
4	14.6	41.8	18944	2234	0	0
5	177.1	454.7	0	0	0	23934
6	301.4	267.3	3429	15393	0	2032
7	104.6	324.5	13832	1970	13356	0
8	346.5	29.4	15824	0	0	17351
9	408.8	219.7	9167	0	19092	4359
10	356.5	35.1	11625	0	20555	0
11	305.2	286.3	15693	0	13400	0
12	117	302.1	18159	14302	0	5655
13	257	180	12643	0	16689	5897
14	495.6	499.3	0	18393	22925	1565
15	79	314.2	3875	10536	22778	0
16	4	426.9	18705	21055	11031	13208
17	224.9	425.8	3091	6124	0	22244
18	112.3	115	0	0	0	5491
19	299.6	440.4	14859	19729	21065	0
20	192.3	248.6	23377	1467	5094	10309
21	46.3	471.5	18080	3894	6514	3540
22	446.8	268	1561	23616	0	14335
23	169.7	465	22902	22176	1363	13133
24	68.2	476	0	23846	0	9701
25	154.3	436	1454	0	1623	0
26	304.9	322.1	0	16038	2271	15898
27	372.4	20.3	0	0	15817	17598
28	121.5	165.1	22822	3755	11070	0
29	423.5	268.5	10882	0	20738	23299
30	252.5	226.3	18535	12186	18568	17844
31	372.5	50.3	4764	11244	7403	13720
32	341.9	158.8	12420	14035	14948	2785
33	339	203.4	2636	14366	12314	11524
