# 0e3093b3-6c2f-47d8-bdab-4d11d1c6fed1
4	4	3	50	19
0.0	89.9	75.6	42.5
52.1	0.0	51.7	27.8
56.7	12.2	0.0	43.6
15.2	44.0	74.4	0.0
1	35208	1	1
2	22280	2	1
3	28809	2	2
4	34694	3	2
5	22231	3	1
6	22525	2	4
7	20254	3	3
8	11585	2	2
9	36155	1	2
10	33602	2	2
11	24705	2	4
12	36620	3	1
13	11460	3	3
14	29989	2	3
15	15767	2	1
16	36410	2	4
17	30954	3	3
18	35351	1	2
19	38502	3	1
1	139.4	497.1	266212	167751	219972	181951
2	166.2	276.8	262686	172643	207468	180376
3	276.9	431.1	204957	208653	232425	218411
4	246.2	216	144379	230086	183661	318391
1	374.3	424.3
2	297.3	362
3	127.3	251.3
1	52.5	430.6	21837	0	0	4279
2	310.4	409.7	6389	16774	11034	0
3	382	157.9	0	2178	0	22473
4	389.5	319	17662	0	3698	20396
5	440.2	22.6	0	13313	0	15167
6	227	45.7	762	16086	0	19565
7	211.9	443.5	0	11529	13126	23209
8	424.5	162.1	20635	17614	20061	16933
9	475.8	140.8	0	0	15896	18220
10	19.8	283.6	3131	7937	22541	0
11	347.8	180.6	22136	0	16828	0
12	76.2	146.4	19584	0	0	0
13	297.4	201.4	5862	0	17011	6098
14	146.8	86	10613	0	0	18662
15	304.6	440.7	7943	24390	22188	18752
16	228.2	141.5	1986	19238	3708	7565
17	187.9	57.3	1468	17981	22135	18126
18	26.7	423.1	11831	0	24012	0
19	394.2	140.7	8095	656	6554	19828
20	426.5	462.5	0	17638	2162	0
21	244.5	52.3	15976	1171	20556	14301
22	212.3	361.8	12440	4309	9432	8923
23	366.2	228.3	0	19037	18880	9085
24	495.9	419.4	0	5803	2561	0
25	1.8	419.8	24001	23547	23363	8130
26	50.3	402.8	21519	8542	0	19664
27	339.6	406.4	0	0	23958	24042
28	200.8	110.4	1360	0	0	0
29	70.3	230.5	16909	8405	0	0
30	54.7	365.8	0	13116	0	12086
31	378.1	40.4	0	10464	20689	0
32	378.1	55.1	17062	15570	9685	23464
33	480.1	72.5	6957	17794	0	24954
34	81.9	348.4	9389	0	11064	23030
35	317.2	474.3	7452	0	0	5445
36	96.5	63.3	4554	21887	7309	1772
37	145.6	298.5	0	5590	23964	21799
38	451.5	313.7	8998	0	19160	0
39	273.2	227.1	4365	8298	17273	20100
40	233	232.5	6393	5652	7571	12525
41	454.7	349.2	19781	0	0	2477
42	366.8	324.6	6725	7108	0	9205
43	436.2	262.7	7129	24118	0	2323
44	124.9	252.8	20588	0	3791	23190
45	470.2	433.1	825	16248	5298	15107
46	198.7	435.8	23805	0	0	0
47	22.2	57.3	14791	20403	0	11305
48	411.3	126.2	10472	20113	1615	24259
49	65	458.1	3225	7683	0	0
50	417	94.4	22133	11568	9522	15972
