# 1dabb019-91aa-4264-af68-01d6ffa36a42
7	5	3	44	10
0.0	68.9	42.8	85.3	58.1	30.8	59.6
20.5	0.0	68.9	48.1	95.1	42.0	37.9
50.7	69.5	0.0	79.2	54.2	62.1	75.6
39.0	87.8	80.2	0.0	60.0	77.3	74.9
92.2	53.3	12.1	78.2	0.0	66.9	43.1
12.3	48.8	67.6	28.7	40.8	0.0	61.3
66.6	98.4	85.3	32.5	80.8	56.7	0.0
1	25413	2	3
2	29081	3	7
3	13439	2	2
4	26556	2	1
5	35190	2	7
6	29362	2	4
7	23975	2	4
8	28677	3	6
9	33140	3	7
10	19528	1	7
1	328.9	345.9	141178	155646	176979	86362	110850	119290	179865
2	250.8	470.6	135305	166956	151613	77881	191576	138108	164967
3	116.8	349.7	80671	139605	209403	147481	162012	106857	158112
4	308.6	65.6	119074	100874	188940	122414	132562	105888	149395
5	415.5	400.3	109074	112994	135651	123946	121963	136028	150274
1	83.5	434.2
2	315.6	64.8
3	9.8	14.3
1	83.4	449.3	3303	0	8464	3056	3576	6090	0
2	156.4	190.4	0	9813	22625	0	8746	11821	2602
3	293.1	416.8	20608	2304	21614	0	12711	20594	18791
4	498.5	5.2	7750	3183	0	23973	0	16416	8982
5	337.2	286.2	0	20809	11450	6194	19945	19308	9539
6	161.3	115.7	24629	5372	4634	13293	19229	9777	19369
7	31.9	99.1	14239	9710	16209	4816	1656	5817	24450
8	488.9	231.5	21306	0	17845	22133	12292	7201	16403
9	445.6	436.8	0	6003	19123	22440	12096	21434	4912
10	378.8	253.2	6320	21285	21367	927	18874	7247	0
11	155.6	38	0	22593	21869	0	11585	2171	9437
12	236.8	291.6	13916	14106	22838	6925	0	17293	3005
13	127.2	287.8	12168	15252	17901	17145	5250	18743	4443
14	185.6	438.5	0	14343	12236	1792	23812	0	0
15	27.6	224.9	8284	0	0	0	0	0	1065
16	268.3	290.4	0	19014	12372	0	0	0	5484
17	237.7	346.1	0	1777	4150	16371	0	8220	21935
18	253.1	424.6	6458	0	4914	0	17075	19999	2734
19	297.8	271.5	0	11301	3896	11503	0	0	12964
20	24.7	489.4	7062	7271	4987	11925	12518	3013	19824
21	194.1	100.2	8334	1552	19402	2970	14867	5716	0
22	196.7	218.2	8569	9496	16743	0	19425	23498	15829
23	2.5	211.4	14900	0	24633	7564	1914	0	14487
24	73.1	357.6	21976	0	21842	0	0	18994	8585
25	55.3	267.3	2230	14872	1091	623	11620	5712	0
26	118.5	330.3	15555	10966	24334	19445	0	0	23214
27	143.1	101.2	18807	21620	10620	0	962	0	2456
28	345.5	29.4	3111	0	4307	6495	0	8177	15154
29	457.5	22.6	0	7337	0	7821	19739	16238	1099
30	288.8	134.5	12583	19150	4786	2429	0	6274	8014
31	95.8	398.5	0	20942	2413	20622	0	0	13329
32	119.6	443.8	753	0	10966	14115	19726	8441	0
33	398.2	223.7	0	2716	18417	5912	10510	754	0
34	288.2	303.6	4790	5149	0	0	10403	4898	8283
35	188	351.5	20710	18681	22826	0	8351	14933	0
36	458.9	478.6	2764	0	5422	19060	19338	0	3939
37	116.6	165.2	16373	0	0	0	7308	11186	0
38	28.3	73.1	17654	9954	0	6448	0	24936	17448
39	227.5	177.9	0	19256	12239	2523	0	12570	17912
40	318.9	281	0	1565	0	16022	24984	0	0
41	329.1	291	0	14423	20941	0	15717	21843	0
42	368.9	237.8	0	950	4081	719	0	4534	21266
43	165.1	355.2	8645	9147	11235	13463	23832	1743	17010
44	304.8	338.7	0	0	5319	0	14998	19414	0
