# 2e6d36a7-b992-4627-b75c-bc9d8de86af0
4	3	2	53	18
0.0	80.2	13.7	21.1
87.3	0.0	23.7	42.3
97.4	20.6	0.0	54.9
30.4	70.2	64.0	0.0
1	34654	1	4
2	30267	2	2
3	37002	2	1
4	16833	2	4
5	29004	1	4
6	22296	2	1
7	15721	2	3
8	38752	2	3
9	12514	1	3
10	35138	2	4
11	39823	2	4
12	32309	1	3
13	29806	2	2
14	35582	2	4
15	29166	2	3
16	34541	1	2
17	30642	1	3
18	23613	1	1
1	20.4	10	369050	214216	298971	224084
2	312	27.4	296824	291870	271552	202134
3	351	72.5	318983	332358	223595	332734
1	317	12.5
2	36.1	88.2
1	145.9	254.5	15258	0	20011	0
2	166.9	491.5	1513	6720	0	4850
3	459.6	383.9	22821	23655	15207	0
4	201.3	352.8	0	0	18879	0
5	39	260.5	22083	23065	0	3017
6	486.1	227.9	0	8612	9006	8904
7	304.1	427.7	18391	23665	17809	15632
8	491.4	374	20979	12261	0	1914
9	155.6	220.3	0	0	15533	1694
10	438.8	325.4	0	12446	0	4649
11	177.5	363.5	17942	1789	19115	0
12	202.6	153.8	17953	0	5234	0
13	92.4	306.7	4462	0	23083	15211
14	269.4	120.2	16432	0	16030	11486
15	285.1	297.6	11209	9338	0	21637
16	203.6	241.4	15429	5421	0	24784
17	346.3	287.1	0	2307	23134	2628
18	205.5	463.1	14366	17028	0	7830
19	442.7	390.6	2933	0	20372	18381
20	454.8	108.4	24459	0	0	23818
21	380.8	320.6	0	3610	21703	24811
22	449.5	160.2	0	11537	9547	608
23	5	155.9	7339	22382	6402	0
24	261	459.6	10080	7586	0	24390
25	96	28	17822	14181	2181	0
26	115.1	163.8	1245	1612	15662	19731
27	221.9	243.5	24119	24782	23129	18873
28	124.2	400.7	0	3202	13040	7516
29	80.8	2.4	2371	17751	15252	16635
30	317.8	25.7	16331	15175	11467	11040
31	195.3	375.1	0	0	18020	0
32	183.2	266.2	0	1940	0	1633
33	204.2	463.7	4045	24801	0	0
34	288.5	226.9	4446	18148	0	0
35	119.4	492.9	0	15600	4388	0
36	264.2	229.7	19739	0	0	23554
37	146.8	234	2619	8906	7212	1927
38	281.9	86.8	5734	758	21476	0
39	295.2	299	5989	21895	0	5371
40	273.7	49.2	1564	24296	1998	0
41	18.4	262.6	10438	18842	8765	0
42	122.7	451.5	0	7062	2692	14883
43	336.8	230.8	0	575	0	0
44	22.2	47.4	0	8100	12835	6159
45	373.3	493.6	0	0	12687	0
46	204.6	340.6	12877	0	5568	8166
47	312.9	251.3	17939	6623	15802	0
48	463.4	389.7	23542	15737	20413	14424
49	408.5	246.1	22302	11437	0	898
50	95.8	23	8329	19391	0	6899
51	242.8	152.4	0	9242	22769	7102
52	254.6	374.8	15308	8311	20494	24334
53	1.3	146.3	3843	940	18127	13776
