# a75aa1fa-6efa-4f0b-92cb-7db78413fbf2
5	5	2	40	13
0.0	29.0	80.8	44.1	28.0
29.4	0.0	21.9	90.7	52.0
28.5	93.5	0.0	77.7	82.1
47.0	60.4	18.2	0.0	15.3
54.2	54.0	13.5	20.5	0.0
1	38578	2	2
2	18123	2	2
3	16799	2	2
4	26226	1	5
5	24070	2	1
6	31303	2	2
7	15181	1	1
8	18909	2	4
9	20870	2	2
10	16707	1	1
11	25916	2	1
12	37925	2	2
13	24197	1	4
1	402	186	86348	111609	112658	133584	135306
2	164	49	88947	137163	112394	117013	119770
3	457	73	107884	139725	159490	142509	113914
4	300	195	72403	120051	159081	91084	155395
5	174	128	138485	121864	158390	138707	183740
1.0	284.8	78.5
2.0	69.0	393.0
1	309	141	7438	21786	0	9674	6257
2	168	397	0	0	22616	21776	0
3	66	239	10671	1476	17320	0	20900
4	122	327	21209	0	7951	3136	24415
5	291	137	6375	21456	14794	0	17435
6	392	419	2245	4946	0	11571	0
7	233	20	4284	0	0	23701	23971
8	27	83	10660	0	21449	0	14915
9	403	396	0	3491	11231	17589	16346
10	312	350	0	0	0	0	23440
11	165	201	0	19132	0	0	12729
12	21	104	0	19265	13024	3651	24315
13	164	45	13326	0	1698	21938	0
14	453	80	0	0	9726	0	19802
15	182	187	9074	0	23571	0	3955
16	248	20	13659	8969	0	12969	3128
17	93	472	0	0	2155	17101	6713
18	118	236	0	22977	0	0	19838
19	86	238	0	0	18576	20181	20150
20	200	341	0	0	10697	20023	22674
21	87	262	6629	23251	0	16669	0
22	358	380	14685	21486	20305	0	0
23	278	456	0	17394	0	570	10379
24	327	425	3884	0	0	0	18753
25	309	92	8570	9842	9424	20229	23740
26	407	183	0	4204	16206	0	9230
27	248	416	19187	5871	14339	16716	14655
28	368	179	9784	4586	0	686	22682
29	386	166	8511	0	13511	15606	920
30	156	293	24589	10211	17053	1864	22268
31	429	185	0	8650	0	0	0
32	277	94	7323	19258	14792	7084	0
33	456	257	22507	0	17032	18308	11001
34	80	143	0	1582	0	0	0
35	407	191	17647	21854	1845	0	9640
36	316	466	11731	21885	15009	0	16497
37	398	360	14955	2636	17369	6717	0
38	214	463	0	16089	6053	7489	9657
39	4	51	12362	18828	15540	19166	4823
40	493	251	7994	0	3632	6169	0
