# dedd8ac8-b98f-4d1d-b39b-ddff5f9a7feb
6	4	3	40	19
0.0	68.8	51.0	17.4	82.8	50.0
47.2	0.0	20.5	82.2	15.4	56.3
94.2	57.5	0.0	79.2	88.8	68.4
50.5	13.7	64.7	0.0	97.3	66.3
96.3	16.3	79.0	10.6	0.0	35.3
21.3	66.0	86.6	65.5	94.7	0.0
1	28046	1	1
2	14986	2	5
3	25241	1	6
4	26384	1	5
5	28864	3	2
6	13575	2	1
7	32903	3	5
8	14769	3	5
9	30702	3	1
10	14629	3	1
11	18040	2	1
12	37475	2	1
13	23895	2	2
14	12962	1	1
15	33691	2	1
16	21345	1	5
17	37877	1	3
18	36192	2	3
19	23991	2	2
1	118	450	108224	143756	128511	150150	181617	130497
2	213	221	118578	129981	104764	156351	130183	114671
3	428	178	144609	240629	152161	235796	143565	102054
4	75	347	114434	219619	127265	230901	141965	133196
1.0	485.5	230.3
2.0	157.0	390.2
3.0	295.1	324.4
1	372	207	0	2290	0	0	0	6163
2	434	426	4425	0	0	6650	0	4840
3	76	407	7636	7981	21065	7113	0	4760
4	195	42	0	1002	0	18346	6966	6451
5	470	410	0	0	15182	8727	23644	926
6	5	146	13109	23188	2110	18012	527	4112
7	18	271	3741	9380	0	24312	0	0
8	164	375	0	24870	0	11425	17954	13923
9	189	438	10583	0	12837	5470	11340	4550
10	290	172	18069	0	20947	14190	4958	0
11	237	161	14506	24475	0	0	23359	20932
12	172	388	14501	2690	7502	13329	9943	0
13	54	352	0	22438	2648	0	0	15239
14	117	257	11821	6205	2309	3805	18058	13888
15	279	106	2318	19317	0	9281	0	0
16	83	457	0	11707	6075	22655	11045	4543
17	164	282	0	22989	5492	22105	9224	0
18	398	395	8841	8056	12021	24684	0	0
19	212	305	13090	12537	16286	0	0	0
20	336	143	21040	24655	21428	15529	3611	16831
21	74	288	0	0	0	0	5931	7762
22	316	232	23986	9218	0	0	18434	21109
23	185	489	0	2531	8062	4731	18509	20867
24	30	37	10315	17978	14464	18814	0	1949
25	366	392	11000	8706	5170	20853	24393	0
26	60	307	7396	16985	0	0	16850	7472
27	299	214	11149	4056	19280	18436	10350	0
28	284	205	24278	0	0	0	6936	8140
29	93	116	0	2837	21605	9186	10562	13880
30	307	88	2799	17282	17625	0	22578	0
31	305	394	0	7259	3858	18153	18989	6758
32	369	124	0	12616	0	21322	0	5275
33	16	150	4039	15178	2813	0	14290	817
34	417	17	0	6787	0	7729	0	0
35	4	111	0	23634	1233	16242	14560	0
36	162	460	19457	21487	3830	0	0	19091
37	297	423	16007	0	6307	17658	0	0
38	92	81	3235	19086	12601	0	24162	13716
39	145	476	12248	0	0	21081	10595	0
40	475	383	9537	15364	24215	0	4777	11968
