# 0f1aba6d-3f92-4ff7-aa4b-48ea2f4719a5
6	5	2	57	15
0.0	87.3	71.8	39.3	19.6	20.4
51.2	0.0	35.6	63.9	10.9	26.1
42.4	98.2	0.0	53.2	83.7	37.0
72.3	30.4	51.9	0.0	94.0	10.3
43.4	60.6	69.7	44.8	0.0	67.4
15.3	91.4	38.0	86.1	34.2	0.0
1	25758	2	1
2	13345	2	5
3	28800	1	2
4	12579	2	6
5	25757	1	4
6	31477	1	6
7	14566	1	6
8	36318	2	3
9	13251	1	2
10	36687	1	4
11	32721	1	4
12	11642	2	6
13	11979	2	1
14	35223	2	2
15	19220	1	3
1	446	489	226052	152091	204924	248414	169382	160272
2	350	127	138052	246110	210557	252114	243023	179093
3	78	1	181431	191638	217612	237255	159277	211295
4	48	433	188212	203314	209861	202834	240688	146738
5	28	346	145954	237690	122472	163196	236800	151537
1.0	252.2	116.6
2.0	266.5	84.3
1	35	288	22328	7857	16407	20419	5881	8295
2	424	129	15538	0	1831	16836	18822	24411
3	171	454	6835	14772	21261	19893	0	0
4	23	407	0	16695	0	10367	13214	0
5	15	99	8502	18608	22520	0	0	19372
6	413	384	16309	10974	11517	6921	20695	1298
7	142	383	7941	2398	0	16675	0	1512
8	395	474	19332	1621	0	0	23826	19283
9	297	435	11279	0	0	0	17069	21405
10	464	286	3463	22932	0	2606	3405	0
11	466	314	16534	14376	5703	9760	20144	15832
12	99	204	22375	22429	15514	20968	0	0
13	331	127	0	590	19005	24046	24395	2646
14	208	87	19813	0	0	0	0	20334
15	467	204	0	4440	0	15897	0	0
16	255	310	14160	8378	932	4276	15400	6873
17	307	460	10902	10783	5352	4319	0	20172
18	360	36	19873	5832	0	0	11212	0
19	244	64	0	16902	0	22156	4743	0
20	395	358	0	509	0	11885	18138	22215
21	58	176	14465	14837	13670	18598	6902	9041
22	197	443	7368	0	21838	6345	12769	1262
23	478	362	18766	0	23799	0	3285	0
24	273	173	3849	2346	15491	6616	0	17154
25	62	63	2636	9011	3344	11372	0	15927
26	269	383	0	0	8892	0	11828	11222
27	204	78	12362	9072	13175	3265	6085	10717
28	296	289	3964	4651	0	16416	24318	0
29	150	238	0	5016	14189	20528	10925	24655
30	105	218	0	24114	0	22217	18651	8885
31	289	353	5751	19872	0	6495	16197	10577
32	254	81	0	0	16733	10540	7089	0
33	342	362	18749	0	11352	0	6618	14437
34	169	368	16690	19474	11456	4996	11814	10238
35	50	337	0	7060	0	17467	10790	19619
36	204	143	23744	8156	23280	4992	20254	6617
37	352	270	0	24236	0	6153	19593	3748
38	54	89	22198	0	12443	10932	8310	18019
39	468	438	0	20482	0	15620	0	0
40	198	309	22543	5297	0	0	0	3949
41	278	223	0	5495	21691	7048	2686	4902
42	34	271	24149	0	5008	15227	0	18867
43	61	272	0	23148	2912	0	15089	0
44	421	491	0	22772	4747	10110	11654	17045
45	189	358	4278	0	23120	5217	24668	4204
46	298	192	0	0	0	20212	5606	22928
47	303	32	5000	10963	16393	0	0	1498
48	283	179	0	16709	24286	13117	0	8169
49	260	463	19294	12522	0	7591	0	10184
50	205	203	0	0	0	6418	3962	10236
51	64	224	0	23958	15893	24479	997	14172
52	444	25	0	5490	6276	23459	17023	0
53	15	278	6177	6490	0	6886	7136	22084
54	408	113	8887	17934	17385	6805	9635	1485
55	375	53	19722	23035	0	21693	0	0
56	338	402	9967	9873	22666	11098	0	8761
57	130	372	0	0	19811	2092	17970	11285
